,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Economic,Capacity_and_resources,Morality,Fairness_and_equality,Legality_jurisdiction,Policy_prescription,Crime_and_punishment,Security_and_defense,Health_and_safety,Quality_of_life,Cultural_identity,Public_sentiment,Political,External_regulation,Other
Immigration1.0-35349,0,1,0,new york times,1983,9,14,19830914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-35345,0,0,1,new york times,1983,9,25,19830925,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-35340,0,0,1,new york times,1983,10,2,19831002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-35342,0,0,1,new york times,1983,9,30,19830930,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7759,0,0,1,new york times,2000,5,16,20000516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-7756,0,0,1,herald-sun,2000,5,17,20000517,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-14546,0,0,1,herald-sun,2003,8,2,20030802,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-37612,0,0,1,usa today,1990,3,8,19900308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-28063,0,1,0,new york times,2009,4,14,20090414,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-28060,0,0,1,washington post,2009,4,15,20090415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28065,0,0,1,san jose mercury news,2009,4,14,20090414,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-15461,0,0,1,daily news,2004,5,26,20040526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-23227,0,0,1,san jose mercury news,2007,3,12,20070312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-18970,0,0,1,philadelphia inquirer,2005,12,31,20051231,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-20047,0,0,1,daily news,2006,5,2,20060502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-20041,0,0,1,atlanta journal and constitution,2006,5,2,20060502,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-5934,0,0,1,new york times,1998,9,4,19980904,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-12563,0,0,1,atlanta journal and constitution,2002,9,19,20020919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-11776,0,0,1,new york times,2002,4,10,20020410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-11777,0,0,1,san jose mercury news,2002,4,10,20020410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-11773,0,0,1,atlanta journal and constitution,2002,4,10,20020410,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-35757,0,0,1,new york times,1984,9,17,19840917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7577,0,0,1,philadelphia inquirer,2000,1,23,20000123,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7570,0,0,1,new york times,2000,1,24,20000124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-19752,0,0,1,washington post,2006,4,9,20060409,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-19755,0,0,1,washington post,2006,4,9,20060409,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-19758,0,0,1,atlanta journal and constitution,2006,4,8,20060408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-15646,0,0,1,san jose mercury news,2004,4,16,20040416,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9818,0,1,0,new york times,2001,5,22,20010522,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-9763,0,0,1,philadelphia inquirer,2001,5,28,20010528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9762,0,0,1,new york times,2001,5,28,20010528,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-41006,0,0,1,palm beach post,1994,12,24,19941224,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-15649,0,0,1,philadelphia inquirer,2004,4,15,20040415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-33971,0,0,1,herald-sun,2012,8,16,20120816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33978,0,0,1,san jose mercury news,2012,8,16,20120816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-40374,0,0,1,atlanta journal and constitution,1994,8,19,19940819,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-23488,0,0,1,washington post,2007,2,7,20070207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-6489,0,0,1,new york times,1999,7,25,19990725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-6482,0,0,1,san jose mercury news,1999,7,27,19990727,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-21888,0,1,0,new york times,2006,9,22,20060922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6157,0,0,1,san jose mercury news,1999,3,6,19990306,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-22682,0,0,1,saint paul pioneer press,2007,1,25,20070125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10695,0,1,0,st. petersburg times,2001,9,6,20010906,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-3053,0,0,1,new york times,1997,3,21,19970321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22689,0,0,1,washington post,2007,1,24,20070124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27064,0,0,1,washington post,2008,7,13,20080713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31909,0,0,1,st. louis post-dispatch,2011,10,23,20111023,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36227,0,0,1,new york times,1986,4,22,19860422,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26211,0,0,1,washington post,2007,12,15,20071215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26217,0,0,1,new york times,2007,12,14,20071214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23818,0,1,0,palm beach post,2007,4,29,20070429,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-23812,0,0,1,new york times,2007,4,29,20070429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-13923,0,0,1,atlanta journal and constitution,2003,5,28,20030528,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-21087,0,0,1,new york times,2006,6,8,20060608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-21084,0,0,1,daily news,2006,6,8,20060608,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2907,0,1,0,philadelphia inquirer,1996,10,10,19961010,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-2673,0,0,1,washington post,1996,12,15,19961215,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-10968,0,0,1,palm beach post,2001,11,26,20011126,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37462,0,0,1,palm beach post,1990,8,19,19900819,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16342,0,0,1,palm beach post,2004,12,31,20041231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16344,0,1,0,denver post,2004,12,30,20041230,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-126,0,0,1,philadelphia inquirer,1995,3,20,19950320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-30741,0,0,1,washington post,2010,12,30,20101230,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-2017,0,0,1,philadelphia inquirer,1996,4,25,19960425,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-38563,0,0,1,usa today,1991,12,10,19911210,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25745,0,0,1,st. petersburg times,2007,10,24,20071024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-25747,0,0,1,washington post,2007,10,24,20071024,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-39920,0,0,1,san jose mercury news,1994,5,28,19940528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-20862,0,1,0,philadelphia inquirer,2006,5,5,20060505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34503,0,0,1,new york times,1975,4,8,19750408,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-20868,0,0,1,st. petersburg times,2006,5,5,20060505,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-35111,0,0,1,new york times,1982,8,22,19820822,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-30475,0,0,1,washington post,2011,2,27,20110227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-12191,0,0,1,new york times,2002,6,24,20020624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Immigration1.0-12190,0,0,1,new york times,2002,6,24,20020624,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-17344,0,0,1,san jose mercury news,2005,5,24,20050524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-28212,0,0,1,new york times,2009,12,24,20091224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-25338,0,0,1,st. louis post-dispatch,2007,8,18,20070818,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-16837,0,0,1,new york times,2005,3,19,20050319,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-5547,0,0,1,st. louis post-dispatch,1998,5,13,19980513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-5546,0,0,1,st. louis post-dispatch,1998,5,13,19980513,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-5545,0,0,1,st. petersburg times,1998,5,13,19980513,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-16833,0,0,1,denver post,2005,3,21,20050321,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-30349,0,1,0,herald-sun,2010,9,5,20100905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-17126,0,0,1,herald-sun,2005,1,14,20050114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-18836,0,0,1,washington post,2006,1,25,20060125,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-15876,0,0,1,washington post,2004,9,25,20040925,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-11189,0,0,1,st. louis post-dispatch,2002,3,13,20020313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-5329,0,0,1,washington post,1998,7,6,19980706,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-23987,0,1,0,atlanta journal and constitution,2007,6,25,20070625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11187,0,1,0,st. petersburg times,2002,3,13,20020313,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-36099,0,0,1,new york times,1986,8,16,19860816,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-14694,0,0,1,new york times,2003,12,19,20031219,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-32835,0,0,1,san jose mercury news,2012,4,26,20120426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-4140,0,0,1,herald-sun,1997,7,28,19970728,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-4418,0,1,0,palm beach post,1997,11,24,19971124,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-24475,0,0,1,palm beach post,2007,8,13,20070813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-14475,0,0,1,san jose mercury news,2003,8,22,20030822,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-10362,0,0,1,st. louis post-dispatch,2001,10,24,20011024,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-21504,0,0,0,palm beach post,2006,7,31,20060731,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-21502,0,0,1,new york times,2006,7,31,20060731,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-10368,0,0,1,atlanta journal and constitution,2001,10,21,20011021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-18692,0,0,1,atlanta journal and constitution,2006,2,15,20060215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-27275,0,0,1,st. petersburg times,2009,3,21,20090321,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-18164,0,0,1,saint paul pioneer press,2005,12,11,20051211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-27271,0,0,1,new york times,2009,3,22,20090322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-6369,0,0,1,daily news,1999,8,20,19990820,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-23564,0,0,1,st. petersburg times,2007,5,21,20070521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-15256,0,0,1,saint paul pioneer press,2004,1,17,20040117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-26043,0,0,1,usa today,2008,1,16,20080116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26040,0,1,0,atlanta journal and constitution,2008,1,16,20080116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-40144,0,1,0,new york times,1994,3,18,19940318,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-10757,0,0,1,atlanta journal and constitution,2001,12,26,20011226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-20676,0,0,1,new york times,2006,5,16,20060516,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-6167,0,0,1,saint paul pioneer press,1999,3,4,19990304,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-20670,0,0,1,new york times,2006,5,16,20060516,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-30992,0,0,1,washington post,2011,5,13,20110513,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-30997,0,0,1,san jose mercury news,2011,5,12,20110512,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-20679,0,1,0,philadelphia inquirer,2006,5,16,20060516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-37408,0,0,1,usa today,1990,9,24,19900924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-37821,0,0,1,palm beach post,1991,9,9,19910909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7148,0,0,1,atlanta journal and constitution,1999,10,5,19991005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-32227,0,0,1,st. petersburg times,2011,9,3,20110903,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-32224,0,0,1,philadelphia inquirer,2011,9,4,20110904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-25536,0,0,1,washington post,2007,11,15,20071115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-22747,0,0,1,denver post,2007,1,14,20070114,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22740,0,0,1,washington post,2007,1,17,20070117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-22743,0,0,1,philadelphia inquirer,2007,1,15,20070115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-808,0,0,1,st. louis post-dispatch,1995,5,5,19950505,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-9594,0,1,0,philadelphia inquirer,2001,6,28,20010628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-9597,0,1,0,st. petersburg times,2001,6,28,20010628,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9598,0,0,1,st. louis post-dispatch,2001,6,28,20010628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-9599,0,0,1,washington post,2001,6,28,20010628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-12203,0,0,1,san jose mercury news,2002,6,22,20020622,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-12200,0,0,1,new york times,2002,6,22,20020622,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-19566,0,0,1,daily news,2006,4,13,20060413,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-32593,0,0,1,atlanta journal and constitution,2011,12,6,20111206,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-32595,0,0,1,herald-sun,2011,12,6,20111206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-32596,0,1,0,new york times,2011,12,6,20111206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-3262,0,1,0,san jose mercury news,1997,2,7,19970207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-2248,0,0,1,atlanta journal and constitution,1996,9,22,19960922,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-697,0,0,1,st. louis post-dispatch,1995,6,4,19950604,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11405,0,0,1,new york times,2002,1,29,20020129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-33173,0,0,1,san jose mercury news,2012,7,9,20120709,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-24375,0,0,1,washington post,2007,5,28,20070528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-24373,0,0,1,washington post,2007,5,28,20070528,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-24370,0,0,1,st. louis post-dispatch,2007,5,28,20070528,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-26931,0,0,1,palm beach post,2008,8,15,20080815,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-24379,0,0,1,denver post,2007,5,27,20070527,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-27874,0,0,0,herald-sun,2009,6,13,20090613,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-27877,0,0,1,washington post,2009,6,13,20090613,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-27879,0,0,1,denver post,2009,6,12,20090612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-5042,0,0,1,new york times,1998,1,28,19980128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-5043,0,0,1,new york times,1998,1,28,19980128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28614,0,0,1,usa today,2010,4,30,20100430,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-29533,0,0,1,st. petersburg times,2010,8,25,20100825,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-17928,0,0,0,new york times,2005,7,31,20050731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-13124,0,0,1,new york times,2002,11,10,20021110,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-17866,0,1,0,daily news,2005,8,9,20050809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-13128,0,0,1,new york times,2002,11,9,20021109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-10113,0,0,1,new york times,2001,7,31,20010731,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-8510,0,0,1,philadelphia inquirer,2000,6,9,20000609,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-21588,0,0,1,san jose mercury news,2006,7,22,20060722,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-1293,0,0,1,atlanta journal and constitution,1996,3,26,19960326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1292,0,0,1,washington post,1996,3,27,19960327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-1926,0,0,1,new york times,1996,5,5,19960505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-25293,0,0,1,philadelphia inquirer,2007,8,23,20070823,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-28668,0,0,1,washington post,2010,4,28,20100428,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34333,0,0,1,new york times,1980,8,16,19800816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-34336,0,0,1,new york times,1980,8,8,19800808,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-34335,0,0,1,new york times,1980,8,10,19800810,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-39120,0,0,1,washington post,1994,1,23,19940123,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-39123,0,0,1,new york times,1994,1,21,19940121,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-255,0,0,1,new york times,1995,2,5,19950205,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-35325,0,0,1,new york times,1983,10,21,19831021,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-1437,0,0,1,san jose mercury news,1996,3,12,19960312,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-37677,0,0,1,palm beach post,1989,12,14,19891214,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-17666,0,0,1,atlanta journal and constitution,2005,9,20,20050920,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Immigration1.0-17667,0,0,1,palm beach post,2005,9,20,20050920,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-41159,0,0,1,washington post,1994,11,19,19941119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-28000,0,0,1,san jose mercury news,2009,5,1,20090501,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Immigration1.0-28004,0,0,1,san jose mercury news,2009,4,30,20090430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immigration1.0-41151,0,0,1,denver post,1994,11,20,19941120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9606,0,0,1,atlanta journal and constitution,2001,6,26,20010626,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-11792,0,0,1,denver post,2002,4,7,20020407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-14316,0,0,1,atlanta journal and constitution,2003,9,24,20030924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7802,0,0,1,denver post,2000,5,6,20000506,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-7555,0,0,1,atlanta journal and constitution,2000,1,26,20000126,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-24962,0,0,1,washington post,2007,10,8,20071008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-24967,0,0,1,san jose mercury news,2007,10,7,20071007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-24964,0,0,1,denver post,2007,10,7,20071007,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-9748,0,0,1,new york times,2001,5,29,20010529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-36673,0,1,0,new york times,1987,7,4,19870704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-9742,0,0,1,washington post,2001,5,30,20010530,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-33958,0,0,1,washington post,2012,8,19,20120819,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-33846,0,0,1,washington post,2012,9,9,20120909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-22514,0,0,1,washington post,2006,10,19,20061019,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-8252,0,0,1,atlanta journal and constitution,2000,8,18,20000818,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-22518,0,0,1,san jose mercury news,2006,10,18,20061018,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-22081,0,0,1,new york times,2006,8,29,20060829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-27596,0,0,1,washington post,2008,11,24,20081124,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Immigration1.0-18576,0,0,1,palm beach post,2005,9,29,20050929,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-4608,0,0,1,st. louis post-dispatch,1997,10,11,19971011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-26230,0,0,1,st. louis post-dispatch,2007,12,13,20071213,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-26233,0,0,1,washington post,2007,12,13,20071213,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-6606,0,0,1,atlanta journal and constitution,1999,7,1,19990701,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Immigration1.0-31920,0,0,1,daily news,2011,10,20,20111020,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-6603,0,0,1,atlanta journal and constitution,1999,7,1,19990701,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-26236,0,0,1,new york times,2007,12,12,20071212,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Immigration1.0-26239,0,0,1,washington post,2007,12,12,20071212,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Immigration1.0-40357,0,0,1,san jose mercury news,1994,8,21,19940821,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Immigration1.0-40426,0,0,1,new york times,1994,8,8,19940808,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Immigration1.0-40423,0,0,1,palm beach post,1994,8,10,19940810,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Immigration1.0-30871,0,0,1,atlanta journal and constitution,2011,6,5,20110605,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Immigration1.0-27044,0,0,1,philadelphia inquirer,2008,7,17,20080717,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
