,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit
gun_control1.0-6700,0,0,0,new york times,2000,1,5,20000105,0.168627189,0.234265569,0.597107241,0.007202813,0.992797187
gun_control1.0-6701,0,0,0,san jose mercury news,2000,1,5,20000105,0.254791502,0.152707757,0.592500741,0.015167256,0.984832744
gun_control1.0-6702,0,0,0,new york times,2000,1,4,20000104,0.205448124,0.095548109,0.699003767,0.988595151,0.011404849
gun_control1.0-6703,1,0,0,st. louis post-dispatch,2000,1,4,20000104,0.378415682,0.138520479,0.483063839,0.803582013,0.196417987
gun_control1.0-6704,0,0,1,herald-sun,2000,1,3,20000103,0.247190995,0.037352368,0.715456638,0.999933911,6.61E-05
gun_control1.0-6705,0,0,1,herald-sun,2000,1,3,20000103,0.099084765,0.125700327,0.775214908,0.063345392,0.936654608
gun_control1.0-6706,0,0,0,denver post,2000,1,2,20000102,0.122149659,0.12247276,0.755377582,0.736830089,0.263169911
gun_control1.0-6707,0,0,0,denver post,2000,1,2,20000102,0.216274039,0.278399856,0.505326105,0.013293818,0.986706182
gun_control1.0-6708,0,0,1,st. louis post-dispatch,2000,1,2,20000102,0.243570597,0.287233833,0.469195569,0.019952924,0.980047076
gun_control1.0-6709,1,0,0,atlanta journal and constitution,2000,1,1,20000101,0.482381668,0.042074208,0.475544124,0.944943647,0.055056353
gun_control1.0-671,0,0,0,st. petersburg times,1989,6,21,19890621,0.211685273,0.109342973,0.678971753,0.000809263,0.999190737
gun_control1.0-6710,0,0,0,atlanta journal and constitution,2000,1,1,20000101,0.501700098,0.096816244,0.401483658,0.982698032,0.017301968
gun_control1.0-6711,0,0,1,st. petersburg times,2000,1,1,20000101,0.11780159,0.288797475,0.593400935,0.019410076,0.980589924
gun_control1.0-6713,0,0,1,denver post,1999,12,31,19991231,0.157863128,0.119794227,0.722342645,0.998280921,0.001719079
gun_control1.0-6715,0,0,0,denver post,1999,12,30,19991230,0.038415859,0.211964621,0.74961952,0.007927557,0.992072443
gun_control1.0-6716,0,0,0,new york times,1999,12,30,19991230,0.041641466,0.083232135,0.875126399,0.005292145,0.994707855
gun_control1.0-6717,0,0,0,new york times,1999,12,30,19991230,0.13461891,0.130364373,0.735016718,0.009248745,0.990751255
gun_control1.0-6718,0,0,0,saint paul pioneer press,1999,12,30,19991230,0.712317143,0.121867952,0.165814904,0.865079011,0.134920989
gun_control1.0-6719,0,0,1,st. louis post-dispatch,1999,12,30,19991230,0.355927651,0.286385126,0.357687222,0.150266444,0.849733556
gun_control1.0-672,0,0,0,st. petersburg times,1989,6,20,19890620,0.163702986,0.086763466,0.749533548,0.065590069,0.934409931
gun_control1.0-6720,0,0,1,st. louis post-dispatch,1999,12,30,19991230,0.125148104,0.050513943,0.824337953,0.752023213,0.247976787
gun_control1.0-6722,0,0,0,new york times,1999,12,29,19991229,0.139484422,0.245507441,0.615008137,0.190075335,0.809924665
gun_control1.0-6724,0,0,0,washington post,1999,12,29,19991229,0.390129399,0.28899538,0.320875221,0.071217963,0.928782037
gun_control1.0-6725,0,0,0,denver post,1999,12,28,19991228,0.478331613,0.13747868,0.384189706,0.998894829,0.001105171
gun_control1.0-6726,0,0,0,new york times,1999,12,28,19991228,0.181089637,0.104319788,0.714590575,0.001462478,0.998537522
gun_control1.0-6727,0,0,0,palm beach post,1999,12,28,19991228,0.476236141,0.102406041,0.421357818,0.869700189,0.130299811
gun_control1.0-6728,0,0,0,st. petersburg times,1999,12,28,19991228,0.442375565,0.053738281,0.503886155,0.991373449,0.008626551
gun_control1.0-6729,1,0,0,atlanta journal and constitution,1999,12,27,19991227,0.354282834,0.069273842,0.576443324,0.985629859,0.014370141
gun_control1.0-673,0,0,1,palm beach post,1989,6,19,19890619,0.204698093,0.119107891,0.676194015,0.033767898,0.966232102
gun_control1.0-6730,0,0,0,denver post,1999,12,26,19991226,0.450648342,0.249255095,0.300096563,0.173432018,0.826567982
gun_control1.0-6731,0,0,1,new york times,1999,12,26,19991226,0.092872637,0.081573237,0.825554125,0.001180147,0.998819853
gun_control1.0-6732,0,0,0,denver post,1999,12,23,19991223,0.726862531,0.077041227,0.196096242,0.995109341,0.004890659
gun_control1.0-6733,0,1,0,daily news,1999,12,22,19991222,0.142842411,0.128874413,0.728283175,0.00432935,0.99567065
gun_control1.0-6734,0,0,0,st. louis post-dispatch,1999,12,22,19991222,0.081779794,0.154156716,0.764063491,0.683751957,0.316248043
gun_control1.0-6735,0,0,1,washington post,1999,12,22,19991222,0.130337323,0.061407149,0.808255528,0.124677433,0.875322567
gun_control1.0-6736,0,0,1,atlanta journal and constitution,1999,12,21,19991221,0.351262473,0.13153401,0.517203517,0.688380644,0.311619356
gun_control1.0-6737,0,0,0,herald-sun,1999,12,21,19991221,0.507925961,0.056776164,0.435297875,0.413656161,0.586343839
gun_control1.0-6738,0,0,0,palm beach post,1999,12,21,19991221,0.073127401,0.040957624,0.885914974,0.350001768,0.649998232
gun_control1.0-6739,0,0,1,saint paul pioneer press,1999,12,21,19991221,0.111708881,0.07548866,0.81280246,0.069513519,0.930486481
gun_control1.0-674,0,1,0,palm beach post,1989,6,19,19890619,0.106919276,0.046803712,0.846277013,0.001653576,0.998346424
gun_control1.0-6740,0,0,1,st. louis post-dispatch,1999,12,21,19991221,0.807992668,0.026696784,0.165310548,0.963885903,0.036114097
gun_control1.0-6741,0,0,0,st. louis post-dispatch,1999,12,21,19991221,0.096522429,0.285689903,0.617787669,0.020556216,0.979443784
gun_control1.0-6742,0,0,0,denver post,1999,12,20,19991220,0.061693061,0.103945445,0.834361494,0.136445432,0.863554568
gun_control1.0-6743,0,0,0,new york times,1999,12,20,19991220,0.183897878,0.045056901,0.771045221,0.004613729,0.995386271
gun_control1.0-6744,0,0,0,st. louis post-dispatch,1999,12,20,19991220,0.289496331,0.375060403,0.335443267,0.04120926,0.95879074
gun_control1.0-6745,0,0,0,denver post,1999,12,19,19991219,0.040409638,0.048918182,0.91067218,0.014724445,0.985275555
gun_control1.0-6746,0,0,1,denver post,1999,12,19,19991219,0.117820113,0.035914402,0.846265485,0.227026102,0.772973898
gun_control1.0-6747,0,0,0,denver post,1999,12,19,19991219,0.091343709,0.066285012,0.842371278,0.995151646,0.004848354
gun_control1.0-6748,0,0,1,new york times,1999,12,19,19991219,0.121427557,0.047863316,0.830709127,0.912273997,0.087726003
gun_control1.0-6749,0,0,0,palm beach post,1999,12,19,19991219,0.413110782,0.227328874,0.359560344,0.00371079,0.99628921
gun_control1.0-675,0,0,0,palm beach post,1989,6,18,19890618,0.093098095,0.479369627,0.427532278,0.002577054,0.997422946
gun_control1.0-6750,0,0,0,san jose mercury news,1999,12,19,19991219,0.204934803,0.030211767,0.76485343,0.022808708,0.977191292
gun_control1.0-6751,0,0,1,st. louis post-dispatch,1999,12,19,19991219,0.297105201,0.316548403,0.386346396,0.000515398,0.999484602
gun_control1.0-6752,0,0,0,philadelphia inquirer,1999,12,18,19991218,0.141902272,0.063453978,0.79464375,0.049254527,0.950745473
gun_control1.0-6753,0,0,0,st. louis post-dispatch,1999,12,18,19991218,0.185796367,0.039035635,0.775167998,0.423749841,0.576250159
gun_control1.0-6754,0,0,0,atlanta journal and constitution,1999,12,17,19991217,0.705182739,0.102096418,0.192720843,0.949184154,0.050815846
gun_control1.0-6755,0,0,0,atlanta journal and constitution,1999,12,17,19991217,0.439261748,0.139293252,0.421445,0.975345862,0.024654138
gun_control1.0-6756,0,0,1,atlanta journal and constitution,1999,12,17,19991217,0.505189148,0.022122534,0.472688318,0.997685848,0.002314152
gun_control1.0-6757,0,0,0,philadelphia inquirer,1999,12,17,19991217,0.419242914,0.136307621,0.444449464,0.001213202,0.998786798
gun_control1.0-6758,0,0,0,st. louis post-dispatch,1999,12,17,19991217,0.150270355,0.334721697,0.515007948,0.000423271,0.999576729
gun_control1.0-6759,0,0,1,denver post,1999,12,16,19991216,0.067792186,0.095448111,0.836759703,0.002701256,0.997298744
gun_control1.0-676,0,0,0,palm beach post,1989,6,18,19890618,0.150912159,0.236785087,0.612302754,0.022280789,0.977719211
gun_control1.0-6760,0,0,1,palm beach post,1999,12,16,19991216,0.386781407,0.150918001,0.462300592,0.920831955,0.079168045
gun_control1.0-6761,0,0,0,st. louis post-dispatch,1999,12,16,19991216,0.21559441,0.215291986,0.569113604,0.154399772,0.845600228
gun_control1.0-6762,0,0,1,atlanta journal and constitution,1999,12,15,19991215,0.062101898,0.087291978,0.850606124,0.002546467,0.997453533
gun_control1.0-6764,0,0,1,denver post,1999,12,15,19991215,0.087038869,0.099377564,0.813583567,0.997700306,0.002299694
gun_control1.0-6765,0,0,0,st. louis post-dispatch,1999,12,15,19991215,0.245993935,0.234871947,0.519134118,0.003056718,0.996943282
gun_control1.0-6767,0,0,0,denver post,1999,12,14,19991214,0.076686156,0.082823324,0.84049052,0.676105613,0.323894387
gun_control1.0-6768,0,0,1,denver post,1999,12,14,19991214,0.1229686,0.105118927,0.771912473,0.965499397,0.034500603
gun_control1.0-6769,0,1,0,st. louis post-dispatch,1999,12,14,19991214,0.188303448,0.569014452,0.2426821,0.012392185,0.987607815
gun_control1.0-677,0,0,0,palm beach post,1989,6,16,19890616,0.35900108,0.074744675,0.566254245,0.999174508,0.000825492
gun_control1.0-6770,0,0,0,st. louis post-dispatch,1999,12,14,19991214,0.730928288,0.050165155,0.218906557,0.743121426,0.256878574
gun_control1.0-6771,0,0,0,st. louis post-dispatch,1999,12,14,19991214,0.246678426,0.146205618,0.607115956,0.449508081,0.550491919
gun_control1.0-6772,0,0,0,denver post,1999,12,13,19991213,0.199704677,0.136725826,0.663569497,0.271141417,0.728858583
gun_control1.0-6773,0,0,0,denver post,1999,12,13,19991213,0.127358273,0.329185496,0.543456231,0.023452188,0.976547812
gun_control1.0-6774,0,0,0,washington post,1999,12,13,19991213,0.361610933,0.057025014,0.581364053,0.958808723,0.041191277
gun_control1.0-6775,0,0,1,new york times,1999,12,12,19991212,0.180783956,0.143381342,0.675834702,0.023598504,0.976401496
gun_control1.0-6776,0,0,0,new york times,1999,12,12,19991212,0.528088201,0.159549056,0.312362743,0.971339046,0.028660954
gun_control1.0-6777,0,0,0,new york times,1999,12,12,19991212,0.128807029,0.051619908,0.819573063,0.018132001,0.981867999
gun_control1.0-6778,0,0,0,st. louis post-dispatch,1999,12,12,19991212,0.698364032,0.025139091,0.276496877,0.999931205,6.88E-05
gun_control1.0-6779,0,0,0,washington post,1999,12,12,19991212,0.109079647,0.048309108,0.842611246,0.003744458,0.996255542
gun_control1.0-678,0,0,0,usa today,1989,6,16,19890616,0.116658463,0.122929868,0.760411669,0.029196361,0.970803639
gun_control1.0-6780,0,0,0,san jose mercury news,1999,12,11,19991211,0.52329712,0.114728721,0.361974159,0.000275259,0.999724741
gun_control1.0-6781,0,0,0,st. louis post-dispatch,1999,12,11,19991211,0.159282842,0.130489867,0.710227291,0.002656733,0.997343267
gun_control1.0-6782,0,0,1,atlanta journal and constitution,1999,12,10,19991210,0.49260469,0.053737089,0.453658221,0.030032128,0.969967872
gun_control1.0-6783,0,0,0,denver post,1999,12,10,19991210,0.257526373,0.072842548,0.669631079,0.04846577,0.95153423
gun_control1.0-6784,0,0,0,denver post,1999,12,10,19991210,0.071187595,0.200425243,0.728387163,0.024838627,0.975161373
gun_control1.0-6785,1,0,0,palm beach post,1999,12,10,19991210,0.291572753,0.054608877,0.653818369,0.007380105,0.992619895
gun_control1.0-6786,0,0,0,atlanta journal and constitution,1999,12,9,19991209,0.22386942,0.149199691,0.626930889,0.207753971,0.792246029
gun_control1.0-6787,0,0,0,herald-sun,1999,12,9,19991209,0.208790087,0.062889028,0.728320884,0.883691518,0.116308482
gun_control1.0-6788,0,0,0,philadelphia inquirer,1999,12,9,19991209,0.192907712,0.046566123,0.760526165,0.010412619,0.989587381
gun_control1.0-6789,0,0,0,daily news,1999,12,8,19991208,0.215815745,0.042705498,0.741478757,0.000512723,0.999487277
gun_control1.0-679,1,0,0,palm beach post,1989,6,15,19890615,0.088080253,0.10884315,0.803076597,0.011259135,0.988740865
gun_control1.0-6790,0,0,0,new york times,1999,12,8,19991208,0.083249641,0.08461728,0.832133079,0.973094041,0.026905959
gun_control1.0-6791,0,0,1,new york times,1999,12,8,19991208,0.210125877,0.104850227,0.685023895,0.006524623,0.993475377
gun_control1.0-6792,0,0,1,philadelphia inquirer,1999,12,8,19991208,0.186137388,0.235283397,0.578579215,0.001923976,0.998076024
gun_control1.0-6794,0,0,0,st. louis post-dispatch,1999,12,8,19991208,0.299441529,0.101251756,0.599306715,0.000311089,0.999688911
gun_control1.0-6795,0,0,1,philadelphia inquirer,1999,12,7,19991207,0.314249597,0.226935863,0.45881454,0.001688443,0.998311557
gun_control1.0-6796,0,0,0,st. louis post-dispatch,1999,12,7,19991207,0.060896265,0.068711607,0.870392129,0.488069319,0.511930681
gun_control1.0-6797,0,0,1,new york times,1999,12,6,19991206,0.282051669,0.118959816,0.598988516,0.018445474,0.981554526
gun_control1.0-6798,0,1,0,new york times,1999,12,6,19991206,0.181714847,0.21599318,0.602291973,0.101986337,0.898013663
gun_control1.0-6799,0,0,0,washington post,1999,12,5,19991205,0.55624284,0.044560305,0.399196856,0.983640229,0.016359771
gun_control1.0-68,0,0,0,new york times,1988,11,18,19881118,0.137802276,0.0982948,0.763902924,0.002987977,0.997012023
gun_control1.0-680,0,0,0,palm beach post,1989,6,15,19890615,0.259387351,0.068330781,0.672281867,0.96714567,0.03285433
gun_control1.0-6800,0,0,0,denver post,1999,12,4,19991204,0.122636338,0.541204736,0.336158926,0.001517638,0.998482362
gun_control1.0-6801,0,0,0,philadelphia inquirer,1999,12,4,19991204,0.012603906,0.105621904,0.88177419,0.003603747,0.996396253
gun_control1.0-6802,0,0,0,st. louis post-dispatch,1999,12,4,19991204,0.106519691,0.089718661,0.803761647,0.710807138,0.289192862
gun_control1.0-6803,0,0,0,atlanta journal and constitution,1999,12,2,19991202,0.529476704,0.1133569,0.357166397,0.04696323,0.95303677
gun_control1.0-6804,0,0,0,san jose mercury news,1999,12,2,19991202,0.474526633,0.216076217,0.30939715,0.012578168,0.987421832
gun_control1.0-6805,0,0,1,washington post,1999,12,2,19991202,0.107132202,0.058439446,0.834428352,0.977682623,0.022317377
gun_control1.0-6806,0,0,1,washington post,1999,12,2,19991202,0.042162667,0.061320623,0.89651671,0.023997883,0.976002117
gun_control1.0-6807,0,0,1,atlanta journal and constitution,1999,12,1,19991201,0.144099935,0.107616595,0.74828347,0.001990566,0.998009434
gun_control1.0-6808,0,0,0,atlanta journal and constitution,1999,12,1,19991201,0.572784748,0.093683572,0.33353168,0.999936748,6.33E-05
gun_control1.0-681,0,0,1,usa today,1989,6,15,19890615,0.352900334,0.03624628,0.610853386,0.994873838,0.005126162
gun_control1.0-6810,0,0,1,denver post,1999,12,1,19991201,0.300246241,0.106464387,0.593289372,0.03021969,0.96978031
gun_control1.0-6812,0,0,1,herald-sun,1999,12,1,19991201,0.103148362,0.0711217,0.825729938,0.009917775,0.990082225
gun_control1.0-6813,0,0,0,new york times,1999,12,1,19991201,0.088361,0.2019026,0.7097364,0.02013347,0.97986653
gun_control1.0-6814,0,0,1,palm beach post,1999,12,1,19991201,0.220694449,0.057397975,0.721907577,0.043396174,0.956603826
gun_control1.0-6816,0,0,0,philadelphia inquirer,1999,12,1,19991201,0.108031215,0.028967991,0.863000794,0.009844455,0.990155545
gun_control1.0-6817,0,0,0,san jose mercury news,1999,12,1,19991201,0.089154234,0.066852488,0.843993278,0.01208502,0.98791498
gun_control1.0-6818,0,1,0,san jose mercury news,1999,12,1,19991201,0.064599038,0.062957686,0.872443275,0.190929126,0.809070874
gun_control1.0-6819,0,0,0,st. petersburg times,1999,12,1,19991201,0.516053917,0.140901377,0.343044706,0.002572277,0.997427723
gun_control1.0-682,0,0,0,st. louis post-dispatch,1989,6,14,19890614,0.13184893,0.048415546,0.819735524,0.935274506,0.064725494
gun_control1.0-6820,0,0,0,st. louis post-dispatch,1999,12,1,19991201,0.148908073,0.054086598,0.797005329,0.170961798,0.829038202
gun_control1.0-6821,0,0,0,washington post,1999,12,1,19991201,0.626007857,0.093316883,0.28067526,0.000970734,0.999029266
gun_control1.0-6822,0,0,1,washington post,1999,12,1,19991201,0.055605068,0.103278453,0.841116479,0.010547997,0.989452003
gun_control1.0-6823,0,0,0,denver post,1999,11,30,19991130,0.714657251,0.018114956,0.267227793,0.999783179,0.000216821
gun_control1.0-6824,0,1,0,washington post,1999,11,30,19991130,0.11219181,0.130158483,0.757649707,0.003229408,0.996770592
gun_control1.0-6825,0,0,1,san jose mercury news,1999,11,29,19991129,0.070474825,0.028017877,0.901507298,0.925928327,0.074071673
gun_control1.0-6827,0,0,0,palm beach post,1999,11,27,19991127,0.36534714,0.026247918,0.608404943,0.987053215,0.012946785
gun_control1.0-6828,0,0,1,st. louis post-dispatch,1999,11,27,19991127,0.555994641,0.037987195,0.406018165,0.999963289,3.67E-05
gun_control1.0-6829,0,0,0,denver post,1999,11,26,19991126,0.401766578,0.130656511,0.46757691,0.014768353,0.985231647
gun_control1.0-683,0,0,1,st. louis post-dispatch,1989,6,14,19890614,0.28938313,0.032999281,0.677617589,0.999977186,2.28E-05
gun_control1.0-6830,0,0,0,washington post,1999,11,26,19991126,0.570361123,0.104413152,0.325225725,0.015385336,0.984614664
gun_control1.0-6832,0,1,0,denver post,1999,11,24,19991124,0.217269346,0.082026171,0.700704483,0.028424081,0.971575919
gun_control1.0-6833,0,0,0,atlanta journal and constitution,1999,11,22,19991122,0.465175561,0.054523062,0.480301377,0.995291106,0.004708894
gun_control1.0-6834,0,0,0,palm beach post,1999,11,22,19991122,0.512607083,0.208463994,0.278928922,0.006316775,0.993683225
gun_control1.0-6835,0,0,1,st. louis post-dispatch,1999,11,22,19991122,0.176370881,0.054639651,0.768989468,0.015484647,0.984515353
gun_control1.0-6836,0,0,1,philadelphia inquirer,1999,11,21,19991121,0.564564597,0.139404844,0.296030559,0.02039308,0.97960692
gun_control1.0-6837,0,1,0,atlanta journal and constitution,1999,11,20,19991120,0.348732173,0.071764775,0.579503052,0.003080624,0.996919376
gun_control1.0-6838,0,1,0,washington post,1999,11,20,19991120,0.422563582,0.172472427,0.404963991,0.057930191,0.942069809
gun_control1.0-6839,0,0,0,atlanta journal and constitution,1999,11,19,19991119,0.596485201,0.063019369,0.34049543,0.913355419,0.086644581
gun_control1.0-684,0,0,1,palm beach post,1989,6,13,19890613,0.116051601,0.083491428,0.80045697,0.024555391,0.975444609
gun_control1.0-6843,0,0,1,philadelphia inquirer,1999,11,19,19991119,0.37028865,0.210204543,0.419506807,0.001660398,0.998339602
gun_control1.0-6844,0,0,0,san jose mercury news,1999,11,19,19991119,0.058171579,0.120444939,0.821383482,0.010026584,0.989973416
gun_control1.0-6845,1,0,0,st. louis post-dispatch,1999,11,19,19991119,0.189395086,0.288832039,0.521772875,0.011735056,0.988264944
gun_control1.0-6847,0,0,0,denver post,1999,11,18,19991118,0.201437716,0.203198213,0.595364071,0.00138943,0.99861057
gun_control1.0-6848,0,0,0,herald-sun,1999,11,18,19991118,0.045842925,0.053490631,0.900666444,0.014104926,0.985895074
gun_control1.0-6849,0,0,0,san jose mercury news,1999,11,18,19991118,0.152535006,0.0823524,0.765112595,0.043069611,0.956930389
gun_control1.0-685,0,0,1,palm beach post,1989,6,9,19890609,0.153413629,0.049298129,0.797288242,0.988052733,0.011947267
gun_control1.0-6850,0,0,1,new york times,1999,11,17,19991117,0.251672712,0.067277802,0.681049485,0.423278796,0.576721204
gun_control1.0-6851,0,0,0,washington post,1999,11,16,19991116,0.095279248,0.043751663,0.860969089,0.001567119,0.998432881
