,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
same-sex_marriage1.0-7521,0,0,1,san jose mercury news,2012,2,22,20120222,4
same-sex_marriage1.0-706,0,0,1,denver post,2003,2,6,20030206,12
same-sex_marriage1.0-705,0,0,1,new york times,2003,2,9,20030209,4
same-sex_marriage1.0-704,0,0,1,atlanta journal and constitution,2003,2,10,20030210,10
same-sex_marriage1.0-708,0,1,0,denver post,2003,2,5,20030205,2
same-sex_marriage1.0-7434,0,0,1,tampa bay times,2012,4,9,20120409,12
same-sex_marriage1.0-1201,0,0,1,san jose mercury news,2004,3,30,20040330,4
same-sex_marriage1.0-1206,0,0,1,washington post,2004,3,30,20040330,9
same-sex_marriage1.0-1208,0,0,1,washington post,2004,3,30,20040330,12
same-sex_marriage1.0-1209,0,0,1,herald-sun,2004,3,29,20040329,12
same-sex_marriage1.0-930,0,0,1,herald-sun,2004,2,19,20040219,12
same-sex_marriage1.0-9051,0,0,1,saint paul pioneer press,2012,12,20,20121220,4
same-sex_marriage1.0-9052,0,0,1,new york times,2012,12,17,20121217,11
same-sex_marriage1.0-9059,0,0,1,washington post,2012,12,15,20121215,4
same-sex_marriage1.0-9138,0,0,1,washington post,2012,12,1,20121201,10
same-sex_marriage1.0-9137,0,0,1,washington post,2012,12,2,20121202,12
same-sex_marriage1.0-9133,0,0,1,san jose mercury news,2012,12,3,20121203,4
same-sex_marriage1.0-9130,0,0,1,usa today,2012,12,6,20121206,11
same-sex_marriage1.0-9131,0,0,1,tampa bay times,2012,12,5,20121205,4
same-sex_marriage1.0-7980,0,0,1,new york times,2012,2,6,20120206,0
same-sex_marriage1.0-7983,0,1,0,san jose mercury news,2012,2,6,20120206,4
same-sex_marriage1.0-10793,0,0,1,st. louis post-dispatch,2000,6,11,20000611,10
same-sex_marriage1.0-10792,0,0,1,atlanta journal and constitution,2000,6,18,20000618,10
same-sex_marriage1.0-10791,0,0,1,san jose mercury news,2000,6,22,20000622,8
same-sex_marriage1.0-10798,0,0,1,st. louis post-dispatch,2000,6,7,20000607,2
same-sex_marriage1.0-4184,0,0,1,new york times,2006,10,6,20061006,12
same-sex_marriage1.0-10982,0,0,1,denver post,2000,2,6,20000206,4
same-sex_marriage1.0-4180,0,0,1,denver post,2006,10,8,20061008,12
same-sex_marriage1.0-1612,0,0,1,washington post,2004,6,26,20040626,2
same-sex_marriage1.0-4189,0,0,1,san jose mercury news,2006,10,5,20061005,4
same-sex_marriage1.0-6642,0,0,1,saint paul pioneer press,2011,6,29,20110629,12
same-sex_marriage1.0-1616,0,0,1,st. louis post-dispatch,2004,6,25,20040625,4
same-sex_marriage1.0-5588,0,1,0,saint paul pioneer press,2008,7,29,20080729,12
same-sex_marriage1.0-6647,0,0,1,daily news,2011,6,28,20110628,4
same-sex_marriage1.0-5583,0,0,1,san jose mercury news,2008,7,31,20080731,0
same-sex_marriage1.0-5584,0,0,1,new york times,2008,7,30,20080730,5
same-sex_marriage1.0-10244,0,0,1,new york times,1996,4,29,19960429,4
same-sex_marriage1.0-10247,0,0,1,atlanta journal and constitution,1996,4,26,19960426,2
same-sex_marriage1.0-10246,0,1,0,palm beach post,1996,4,28,19960428,5
same-sex_marriage1.0-10242,0,0,1,atlanta journal and constitution,1996,5,1,19960501,2
same-sex_marriage1.0-10248,0,0,1,san jose mercury news,1996,4,26,19960426,2
same-sex_marriage1.0-10300,0,0,1,denver post,1996,3,19,19960319,5
same-sex_marriage1.0-10302,0,0,1,denver post,1996,3,18,19960318,9
same-sex_marriage1.0-10303,0,0,1,denver post,1996,3,17,19960317,12
same-sex_marriage1.0-10305,0,0,1,denver post,1996,3,16,19960316,11
same-sex_marriage1.0-11109,0,0,1,atlanta journal and constitution,1999,7,29,19990729,2
same-sex_marriage1.0-2525,0,0,1,denver post,2004,10,15,20041015,12
same-sex_marriage1.0-4989,0,0,1,daily news,2011,2,24,20110224,4
same-sex_marriage1.0-4984,0,0,1,daily news,2011,2,25,20110225,4
same-sex_marriage1.0-4987,0,0,1,washington post,2011,2,25,20110225,12
same-sex_marriage1.0-4980,0,0,1,new york times,2011,2,27,20110227,4
same-sex_marriage1.0-4981,0,0,1,daily news,2011,2,26,20110226,9
same-sex_marriage1.0-5361,0,0,1,denver post,2008,11,23,20081123,10
same-sex_marriage1.0-8260,0,1,0,new york times,2012,5,15,20120515,12
same-sex_marriage1.0-8265,0,0,1,saint paul pioneer press,2012,5,15,20120515,11
same-sex_marriage1.0-8267,0,0,1,usa today,2012,5,15,20120515,13
same-sex_marriage1.0-8266,0,0,1,tampa bay times,2012,5,15,20120515,12
same-sex_marriage1.0-8180,0,0,1,new york times,2012,5,25,20120525,10
same-sex_marriage1.0-8185,0,0,1,new york times,2012,5,24,20120524,4
same-sex_marriage1.0-9901,0,0,1,palm beach post,1990,8,18,19900818,2
same-sex_marriage1.0-9907,0,0,1,philadelphia inquirer,1996,12,17,19961217,12
same-sex_marriage1.0-2705,0,0,1,san jose mercury news,2005,9,8,20050908,12
same-sex_marriage1.0-7062,0,0,1,daily news,2011,2,1,20110201,12
same-sex_marriage1.0-7060,0,1,0,new york times,2011,2,3,20110203,11
same-sex_marriage1.0-7065,0,0,1,new york times,2011,2,1,20110201,12
same-sex_marriage1.0-7069,0,1,0,washington post,2011,1,30,20110130,12
same-sex_marriage1.0-10022,0,0,1,st. louis post-dispatch,1996,9,11,19960911,12
same-sex_marriage1.0-10876,0,0,1,daily news,2000,4,4,20000404,2
same-sex_marriage1.0-10875,0,0,1,denver post,2000,4,5,20000405,5
same-sex_marriage1.0-10872,0,0,1,washington post,2000,4,7,20000407,3
same-sex_marriage1.0-10870,0,0,1,st. petersburg times,2000,4,9,20000409,9
same-sex_marriage1.0-10028,0,0,1,new york times,1996,9,8,19960908,10
same-sex_marriage1.0-10879,0,0,1,daily news,2000,4,1,20000401,2
same-sex_marriage1.0-7206,0,0,1,new york times,2011,9,8,20110908,10
same-sex_marriage1.0-7207,0,0,1,new york times,2011,9,7,20110907,0
same-sex_marriage1.0-5540,0,0,1,st. petersburg times,2008,9,20,20080920,11
same-sex_marriage1.0-3241,0,0,1,saint paul pioneer press,2006,4,26,20060426,6
same-sex_marriage1.0-956,0,0,1,atlanta journal and constitution,2004,2,17,20040217,9
same-sex_marriage1.0-959,0,0,1,atlanta journal and constitution,2004,2,17,20040217,12
same-sex_marriage1.0-8327,0,0,1,new york times,2012,5,12,20120512,12
same-sex_marriage1.0-6466,0,0,1,st. louis post-dispatch,2010,5,9,20100509,9
same-sex_marriage1.0-6559,0,0,1,st. petersburg times,2010,1,23,20100123,8
same-sex_marriage1.0-6009,0,0,1,new york times,2009,11,26,20091126,12
same-sex_marriage1.0-1054,0,1,0,st. louis post-dispatch,2004,2,12,20040212,12
same-sex_marriage1.0-1050,0,0,1,saint paul pioneer press,2004,2,12,20040212,4
same-sex_marriage1.0-6273,0,0,1,washington post,2010,8,27,20100827,12
same-sex_marriage1.0-10498,0,0,1,atlanta journal and constitution,1998,1,8,19980108,11
same-sex_marriage1.0-10499,0,0,1,washington post,1997,12,20,19971220,9
same-sex_marriage1.0-6333,0,1,0,saint paul pioneer press,2010,8,8,20100808,4
same-sex_marriage1.0-10475,0,0,1,denver post,1998,3,14,19980314,12
same-sex_marriage1.0-2359,0,0,1,philadelphia inquirer,2004,12,8,20041208,4
same-sex_marriage1.0-5110,0,0,1,usa today,2008,6,13,20080613,9
same-sex_marriage1.0-5114,0,0,1,usa today,2008,6,12,20080612,4
same-sex_marriage1.0-6335,0,0,1,new york times,2010,8,7,20100807,4
same-sex_marriage1.0-5242,0,0,1,usa today,2008,5,9,20080509,10
same-sex_marriage1.0-6334,0,0,1,washington post,2010,8,8,20100808,12
same-sex_marriage1.0-6337,0,0,1,new york times,2010,8,6,20100806,4
same-sex_marriage1.0-7670,0,0,1,philadelphia inquirer,2012,1,30,20120130,5
same-sex_marriage1.0-7844,0,0,1,san jose mercury news,2012,2,24,20120224,4
same-sex_marriage1.0-755,0,0,1,philadelphia inquirer,2004,2,28,20040228,12
same-sex_marriage1.0-756,0,0,1,saint paul pioneer press,2004,2,28,20040228,11
same-sex_marriage1.0-757,0,0,1,saint paul pioneer press,2004,2,28,20040228,4
same-sex_marriage1.0-9850,0,0,1,atlanta journal and constitution,1992,6,28,19920628,10
same-sex_marriage1.0-9853,0,0,1,palm beach post,1992,6,7,19920607,2
same-sex_marriage1.0-9852,0,0,1,washington post,1992,6,11,19920611,12
same-sex_marriage1.0-2933,0,0,1,saint paul pioneer press,2005,3,18,20050318,11
same-sex_marriage1.0-2931,0,0,1,saint paul pioneer press,2005,3,19,20050319,12
same-sex_marriage1.0-2937,0,0,1,new york times,2005,3,16,20050316,13
same-sex_marriage1.0-2935,0,0,1,st. petersburg times,2005,3,18,20050318,12
same-sex_marriage1.0-1388,0,1,0,new york times,2004,3,11,20040311,12
same-sex_marriage1.0-4791,0,0,1,new york times,2011,6,9,20110609,5
same-sex_marriage1.0-4793,0,0,1,daily news,2011,6,6,20110606,12
same-sex_marriage1.0-4547,0,0,1,saint paul pioneer press,2007,2,20,20070220,2
same-sex_marriage1.0-4794,0,0,1,new york times,2011,6,2,20110602,0
same-sex_marriage1.0-9860,0,1,0,washington post,1992,4,4,19920404,12
same-sex_marriage1.0-9317,0,0,1,washington post,2012,10,10,20121010,11
same-sex_marriage1.0-9862,0,0,1,washington post,1992,3,26,19920326,12
same-sex_marriage1.0-4235,0,0,1,new york times,2006,8,5,20060805,11
same-sex_marriage1.0-5895,0,0,1,st. louis post-dispatch,2009,2,23,20090223,12
same-sex_marriage1.0-5322,0,1,0,new york times,2008,12,30,20081230,4
same-sex_marriage1.0-9318,0,0,1,washington post,2012,10,10,20121010,12
same-sex_marriage1.0-8091,0,0,1,new york times,2012,6,21,20120621,4
same-sex_marriage1.0-8097,0,0,1,denver post,2012,6,18,20120618,12
same-sex_marriage1.0-5893,0,0,1,washington post,2009,2,24,20090224,11
same-sex_marriage1.0-10952,0,0,1,san jose mercury news,2000,2,29,20000229,5
same-sex_marriage1.0-5324,0,0,1,atlanta journal and constitution,2008,12,24,20081224,3
same-sex_marriage1.0-2241,0,0,1,philadelphia inquirer,2004,7,14,20040714,4
same-sex_marriage1.0-2240,0,0,1,new york times,2004,7,14,20040714,10
same-sex_marriage1.0-2243,0,0,1,saint paul pioneer press,2004,7,14,20040714,12
same-sex_marriage1.0-2246,0,0,1,san jose mercury news,2004,7,14,20040714,12
same-sex_marriage1.0-8893,0,0,1,st. louis post-dispatch,2012,11,8,20121108,12
same-sex_marriage1.0-3223,0,0,1,usa today,2006,5,9,20060509,12
same-sex_marriage1.0-8896,0,0,1,usa today,2012,11,8,20121108,12
same-sex_marriage1.0-3225,0,0,1,new york times,2006,5,7,20060507,5
same-sex_marriage1.0-1916,0,0,1,san jose mercury news,2004,4,12,20040412,0
same-sex_marriage1.0-6631,0,0,1,washington post,2011,6,30,20110630,12
same-sex_marriage1.0-1912,0,0,1,san jose mercury news,2004,4,15,20040415,4
same-sex_marriage1.0-6638,0,0,1,denver post,2011,6,29,20110629,12
same-sex_marriage1.0-6639,0,0,1,new york times,2011,6,29,20110629,12
same-sex_marriage1.0-6499,0,1,0,san jose mercury news,2010,3,9,20100309,10
same-sex_marriage1.0-6491,0,0,1,saint paul pioneer press,2010,3,14,20100314,10
same-sex_marriage1.0-6496,0,0,1,saint paul pioneer press,2010,3,10,20100310,5
same-sex_marriage1.0-6497,0,0,1,washington post,2010,3,10,20100310,0
same-sex_marriage1.0-7543,0,0,1,daily news,2012,2,18,20120218,12
same-sex_marriage1.0-543,0,0,1,saint paul pioneer press,2003,7,31,20030731,12
same-sex_marriage1.0-542,0,0,1,philadelphia inquirer,2003,7,31,20030731,12
same-sex_marriage1.0-7549,0,0,1,new york times,2012,2,18,20120218,5
same-sex_marriage1.0-7548,0,0,1,new york times,2012,2,18,20120218,12
same-sex_marriage1.0-725,0,1,0,new york times,2004,2,29,20040229,10
same-sex_marriage1.0-726,0,0,1,new york times,2004,2,29,20040229,4
same-sex_marriage1.0-722,0,0,1,daily news,2004,2,29,20040229,9
same-sex_marriage1.0-1266,0,0,1,washington post,2004,3,23,20040323,5
same-sex_marriage1.0-9079,0,0,1,washington post,2012,12,12,20121212,4
same-sex_marriage1.0-9076,0,0,1,san jose mercury news,2012,12,12,20121212,4
same-sex_marriage1.0-9075,0,0,1,new york times,2012,12,12,20121212,11
same-sex_marriage1.0-9074,0,0,1,new york times,2012,12,12,20121212,4
same-sex_marriage1.0-10269,0,0,1,st. louis post-dispatch,1996,4,3,19960403,12
same-sex_marriage1.0-10267,0,0,1,denver post,1996,4,5,19960405,9
same-sex_marriage1.0-10263,0,0,1,st. louis post-dispatch,1996,4,8,19960408,12
same-sex_marriage1.0-10261,0,1,0,new york times,1996,4,11,19960411,13
same-sex_marriage1.0-10260,0,0,1,denver post,1996,4,14,19960414,3
same-sex_marriage1.0-5561,0,0,1,saint paul pioneer press,2008,8,28,20080828,9
same-sex_marriage1.0-5564,0,0,1,san jose mercury news,2008,8,27,20080827,11
same-sex_marriage1.0-8308,0,0,1,washington post,2012,5,13,20120513,12
same-sex_marriage1.0-8306,0,0,1,washington post,2012,5,13,20120513,12
same-sex_marriage1.0-8307,0,0,1,washington post,2012,5,13,20120513,12
same-sex_marriage1.0-8305,0,0,1,washington post,2012,5,13,20120513,9
same-sex_marriage1.0-815,0,0,1,atlanta journal and constitution,2004,2,25,20040225,2
same-sex_marriage1.0-4960,0,1,0,washington post,2011,3,7,20110307,12
same-sex_marriage1.0-4966,0,0,1,san jose mercury news,2011,3,4,20110304,12
same-sex_marriage1.0-5307,0,0,1,washington post,2008,2,5,20080205,2
same-sex_marriage1.0-5306,0,0,1,st. petersburg times,2008,2,5,20080205,4
same-sex_marriage1.0-5300,0,0,1,denver post,2008,2,12,20080212,4
same-sex_marriage1.0-5308,0,0,1,new york times,2008,2,2,20080202,4
same-sex_marriage1.0-8246,0,0,1,new york times,2012,5,16,20120516,11
same-sex_marriage1.0-8243,0,1,0,denver post,2012,5,16,20120516,11
same-sex_marriage1.0-8241,0,0,1,washington post,2012,5,17,20120517,12
same-sex_marriage1.0-8249,0,1,0,usa today,2012,5,16,20120516,3
same-sex_marriage1.0-8248,0,0,1,tampa bay times,2012,5,16,20120516,12
same-sex_marriage1.0-1734,0,0,1,philadelphia inquirer,2004,5,20,20040520,12
same-sex_marriage1.0-7452,0,0,1,saint paul pioneer press,2012,3,29,20120329,12
same-sex_marriage1.0-7457,0,0,1,washington post,2012,3,29,20120329,11
same-sex_marriage1.0-7327,0,0,1,new york times,2011,7,19,20110719,2
same-sex_marriage1.0-7326,0,0,1,new york times,2011,7,19,20110719,9
same-sex_marriage1.0-7048,0,0,1,washington post,2011,2,16,20110216,12
same-sex_marriage1.0-7044,0,0,1,washington post,2011,2,17,20110217,12
same-sex_marriage1.0-8938,0,0,1,new york times,2012,11,2,20121102,10
same-sex_marriage1.0-8930,0,0,1,san jose mercury news,2012,11,5,20121105,10
same-sex_marriage1.0-6921,0,0,1,new york times,2011,4,26,20110426,12
same-sex_marriage1.0-7228,0,0,1,washington post,2011,8,9,20110809,12
same-sex_marriage1.0-7224,0,0,1,st. louis post-dispatch,2011,8,12,20110812,3
same-sex_marriage1.0-7226,0,0,1,daily news,2011,8,9,20110809,9
same-sex_marriage1.0-7222,0,1,0,new york times,2011,8,16,20110816,12
same-sex_marriage1.0-7223,0,0,1,new york times,2011,8,12,20110812,10
same-sex_marriage1.0-9686,0,0,1,san jose mercury news,1995,8,6,19950806,9
same-sex_marriage1.0-9682,0,0,1,philadelphia inquirer,1995,10,16,19951016,12
same-sex_marriage1.0-6799,0,0,1,usa today,2011,6,15,20110615,4
same-sex_marriage1.0-10851,0,0,1,washington post,2000,4,22,20000422,4
same-sex_marriage1.0-6791,0,1,0,new york times,2011,6,16,20110616,12
same-sex_marriage1.0-10854,0,0,1,denver post,2000,4,20,20000420,9
same-sex_marriage1.0-2472,0,0,1,saint paul pioneer press,2004,10,31,20041031,12
same-sex_marriage1.0-2475,0,0,1,new york times,2004,10,30,20041030,12
same-sex_marriage1.0-1073,0,0,1,new york times,2004,2,9,20040209,12
same-sex_marriage1.0-1072,0,0,1,daily news,2004,2,9,20040209,2
same-sex_marriage1.0-6579,0,0,1,san jose mercury news,2010,1,15,20100115,4
same-sex_marriage1.0-1079,0,0,1,new york times,2004,2,8,20040208,4
same-sex_marriage1.0-6573,0,0,1,new york times,2010,1,17,20100117,12
same-sex_marriage1.0-6572,0,0,1,san jose mercury news,2010,1,18,20100118,4
same-sex_marriage1.0-6570,0,0,1,saint paul pioneer press,2010,1,19,20100119,12
same-sex_marriage1.0-1114,0,0,1,new york times,2004,2,5,20040205,12
same-sex_marriage1.0-6326,0,0,1,philadelphia inquirer,2010,8,9,20100809,12
same-sex_marriage1.0-6327,0,1,0,usa today,2010,8,9,20100809,4
same-sex_marriage1.0-5178,0,0,1,san jose mercury news,2008,5,25,20080525,0
same-sex_marriage1.0-5177,0,0,1,palm beach post,2008,5,25,20080525,4
same-sex_marriage1.0-5175,0,0,1,san jose mercury news,2008,5,27,20080527,10
same-sex_marriage1.0-5173,0,0,1,san jose mercury news,2008,5,28,20080528,11
same-sex_marriage1.0-5171,0,0,1,san jose mercury news,2008,5,29,20080529,4
same-sex_marriage1.0-4614,0,0,1,daily news,2011,6,28,20110628,9
same-sex_marriage1.0-497,0,0,1,st. louis post-dispatch,2003,8,6,20030806,12
same-sex_marriage1.0-8166,0,0,1,philadelphia inquirer,2012,5,30,20120530,11
same-sex_marriage1.0-7823,0,0,1,atlanta journal and constitution,2012,3,2,20120302,12
same-sex_marriage1.0-7820,0,1,0,new york times,2012,3,3,20120303,12
same-sex_marriage1.0-8910,0,0,1,usa today,2012,11,7,20121107,4
same-sex_marriage1.0-7828,0,0,1,new york times,2012,3,1,20120301,12
same-sex_marriage1.0-8165,0,0,1,st. louis post-dispatch,2012,5,31,20120531,10
same-sex_marriage1.0-5798,0,0,1,new york times,2009,4,25,20090425,2
same-sex_marriage1.0-8160,0,0,1,new york times,2012,5,31,20120531,4
same-sex_marriage1.0-5795,0,0,1,washington post,2009,4,28,20090428,4
same-sex_marriage1.0-9873,0,0,1,washington post,1991,10,25,19911025,5
same-sex_marriage1.0-9305,0,0,1,washington post,2012,10,13,20121013,11
same-sex_marriage1.0-9308,0,0,1,new york times,2012,10,12,20121012,12
same-sex_marriage1.0-639,0,0,1,herald-sun,2003,6,19,20030619,2
same-sex_marriage1.0-635,0,0,1,san jose mercury news,2003,6,22,20030622,4
same-sex_marriage1.0-3022,0,0,1,new york times,2005,2,3,20050203,6
same-sex_marriage1.0-3027,0,0,1,palm beach post,2005,2,1,20050201,8
same-sex_marriage1.0-10113,0,0,1,philadelphia inquirer,1996,6,21,19960621,12
same-sex_marriage1.0-10112,0,1,0,st. louis post-dispatch,1996,6,22,19960622,9
same-sex_marriage1.0-10116,0,0,1,philadelphia inquirer,1996,6,20,19960620,12
same-sex_marriage1.0-10119,0,0,1,daily news,1996,6,18,19960618,12
same-sex_marriage1.0-2267,0,0,1,philadelphia inquirer,2004,7,12,20040712,12
same-sex_marriage1.0-2266,0,0,1,new york times,2004,7,12,20040712,12
same-sex_marriage1.0-2263,0,0,1,denver post,2004,7,12,20040712,2
same-sex_marriage1.0-2261,0,0,1,atlanta journal and constitution,2004,7,12,20040712,2
same-sex_marriage1.0-2260,0,0,1,washington post,2004,7,13,20040713,12
same-sex_marriage1.0-2268,0,0,1,san jose mercury news,2004,7,12,20040712,10
same-sex_marriage1.0-3247,0,0,1,denver post,2006,4,18,20060418,0
same-sex_marriage1.0-3245,0,0,1,new york times,2006,4,24,20060424,2
same-sex_marriage1.0-3242,0,0,1,new york times,2006,4,25,20060425,4
same-sex_marriage1.0-3243,0,0,1,saint paul pioneer press,2006,4,25,20060425,12
same-sex_marriage1.0-528,0,0,1,herald-sun,2003,8,1,20030801,11
same-sex_marriage1.0-526,0,0,1,daily news,2003,8,1,20030801,2
same-sex_marriage1.0-524,0,0,1,daily news,2003,8,1,20030801,4
same-sex_marriage1.0-522,0,0,1,st. louis post-dispatch,2003,8,2,20030802,12
same-sex_marriage1.0-520,0,0,1,san jose mercury news,2003,8,2,20030802,12
same-sex_marriage1.0-5445,0,0,1,st. petersburg times,2008,11,4,20081104,12
same-sex_marriage1.0-4557,0,0,1,daily news,2007,2,18,20070218,4
same-sex_marriage1.0-1792,0,0,1,philadelphia inquirer,2004,5,16,20040516,9
same-sex_marriage1.0-1790,0,0,1,palm beach post,2004,5,16,20040516,9
same-sex_marriage1.0-1798,0,0,1,st. louis post-dispatch,2004,5,16,20040516,3
same-sex_marriage1.0-1799,0,0,1,washington post,2004,5,16,20040516,2
same-sex_marriage1.0-291,0,0,1,denver post,2003,11,28,20031128,9
same-sex_marriage1.0-290,0,0,1,denver post,2003,11,28,20031128,9
same-sex_marriage1.0-293,0,0,1,daily news,2003,11,27,20031127,10
same-sex_marriage1.0-14,0,0,1,new york times,2002,10,20,20021020,9
same-sex_marriage1.0-16,0,0,1,denver post,2002,10,8,20021008,5
same-sex_marriage1.0-17,0,0,1,herald-sun,2002,10,8,20021008,12
same-sex_marriage1.0-12,0,0,1,daily news,2002,11,1,20021101,4
same-sex_marriage1.0-13,0,0,1,san jose mercury news,2002,10,31,20021031,12
same-sex_marriage1.0-2043,0,0,1,washington post,2004,8,30,20040830,12
same-sex_marriage1.0-2042,0,0,1,san jose mercury news,2004,8,30,20040830,12
same-sex_marriage1.0-4555,0,0,1,st. petersburg times,2007,2,19,20070219,12
same-sex_marriage1.0-9092,0,0,1,new york times,2012,12,10,20121210,11
same-sex_marriage1.0-9097,0,1,0,washington post,2012,12,10,20121210,9
same-sex_marriage1.0-9099,0,1,0,washington post,2012,12,10,20121210,12
same-sex_marriage1.0-9098,0,0,1,washington post,2012,12,10,20121210,4
same-sex_marriage1.0-6219,0,0,1,washington post,2010,11,21,20101121,12
same-sex_marriage1.0-1249,0,0,1,washington post,2004,3,24,20040324,4
same-sex_marriage1.0-1244,0,0,1,saint paul pioneer press,2004,3,24,20040324,10
same-sex_marriage1.0-1245,0,0,1,saint paul pioneer press,2004,3,24,20040324,12
same-sex_marriage1.0-1242,0,0,1,philadelphia inquirer,2004,3,24,20040324,12
same-sex_marriage1.0-1243,0,0,1,saint paul pioneer press,2004,3,24,20040324,5
same-sex_marriage1.0-7274,0,0,1,usa today,2011,7,25,20110725,9
same-sex_marriage1.0-10286,0,1,0,denver post,1996,3,27,19960327,12
