,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-9396,1,0,0,usa today,1990,10,16,19901016,0.489523105,0.251193855,0.259283039,0.000679959,0.006154972,0.009205156,0.283580032,0.478142564,0.002327806,0.060898855,0.002205479,0.004027892,0.015052178,0.033385388,0.052793997,0.037649054,0.013896666,0
same-sex_marriage1.0-9397,0,0,1,palm beach post,1990,10,11,19901011,0.484464717,0.177525794,0.338009489,0.017021239,0.000745586,0.014261757,0.202854775,0.013600609,0.07697367,0.011678083,0.001170996,0.00382927,0.046704558,0.064802109,0.059919315,0.472492237,0.013945795,0
same-sex_marriage1.0-9398,0,0,0,palm beach post,1990,10,11,19901011,0.684810712,0.137591504,0.177597783,0.004302127,0.001278102,0.04333838,0.015191616,0.079929314,0.109493015,0.039457073,0.005257126,0.005339263,0.576206387,0.012507722,0.086846475,0.020093567,0.000759833,0
same-sex_marriage1.0-9399,0,0,1,palm beach post,1990,10,10,19901010,0.525313008,0.148354442,0.326332549,0.003389955,0.000599009,0.801773196,0.002140587,0.000922529,0.004481102,0.001708418,0.004568745,0.006046334,0.033723344,0.059496659,0.078509115,0.001309405,0.001331602,0
same-sex_marriage1.0-9401,1,0,0,usa today,1990,10,10,19901010,0.593288607,0.179046841,0.227664552,0.022428417,0.006047553,0.100646527,0.006706999,0.001259632,0.007074503,0.036912586,0.001648088,0.009834962,0.018145198,0.352424693,0.38531523,0.04075383,0.010801782,0
same-sex_marriage1.0-9402,0,0,0,usa today,1990,10,10,19901010,0.624358845,0.152118195,0.223522961,0.00627706,0.021216603,0.013954061,0.074522583,0.021264492,0.030635216,0.015822159,0.014002435,0.025535491,0.145331628,0.13908112,0.165661081,0.308691627,0.018004444,0
same-sex_marriage1.0-9403,0,0,0,palm beach post,1990,10,8,19901008,0.600991114,0.110250808,0.288758077,0.077954103,0.001217605,0.458700434,0.045337966,0.038448371,0.020843057,0.015703375,0.001687219,0.002456003,0.05148315,0.136545135,0.013884545,0.132663379,0.003075658,0
same-sex_marriage1.0-9404,0,0,0,usa today,1990,10,4,19901004,0.533725572,0.20962727,0.256647158,0.132964793,0.011863635,0.111393472,0.07313996,0.005755268,0.024351374,0.031548466,0.002521681,0.035071413,0.064865449,0.143313193,0.10683416,0.230443514,0.025933621,0
same-sex_marriage1.0-9405,0,0,0,palm beach post,1990,10,1,19901001,0.280840252,0.266833176,0.452326572,0.019545962,0.017940579,0.308305189,0.02977504,0.143436147,0.011525964,0.044409819,0.019577862,0.038209415,0.014234437,0.011955272,0.062362012,0.276734839,0.001987464,0
same-sex_marriage1.0-9406,0,0,0,palm beach post,1990,10,1,19901001,0.628367644,0.157459191,0.214173165,0.001660374,0.000600099,0.077406144,0.251756878,0.002228232,0.216531494,0.009134329,0.007606298,0.007834849,0.07207475,0.051820551,0.016665584,0.281245688,0.00343473,0
same-sex_marriage1.0-9407,0,0,0,palm beach post,1990,9,29,19900929,0.564990977,0.101348928,0.333660095,0.003967651,0.003082965,0.682568879,0.002080429,0.002564367,0.048330676,0.002107024,0.001747661,0.003722825,0.114328231,0.051395448,0.076752409,0.003209274,0.004142162,0
same-sex_marriage1.0-9408,0,0,0,st. petersburg times,1990,9,27,19900927,0.498984518,0.185340537,0.315674944,0.044088072,0.002707642,0.128560752,0.062445053,0.041933994,0.002293992,0.06485793,0.003751946,0.003949468,0.101042655,0.183637292,0.15487137,0.18862383,0.017236004,0
same-sex_marriage1.0-9409,0,0,0,palm beach post,1990,9,26,19900926,0.54310822,0.087944549,0.368947231,0.003346158,0.001253514,0.003743106,0.013758054,0.822361347,0.043516165,0.002367123,0.001249695,0.000638167,0.005208452,0.057488664,0.006929244,0.034961365,0.003178946,0
same-sex_marriage1.0-9410,0,0,0,usa today,1990,9,26,19900926,0.459089865,0.179828295,0.36108184,0.137596787,0.011196119,0.107247796,0.002894242,0.166481693,0.048086595,0.047771407,0.029658028,0.09946701,0.045438004,0.139760332,0.102648051,0.059236956,0.00251698,0
same-sex_marriage1.0-9411,0,0,0,usa today,1990,9,25,19900925,0.517234645,0.245420109,0.237345246,0.015907635,0.007621219,0.151706855,0.211722088,0.009057452,0.130979296,0.074890598,0.002128018,0.016288532,0.030371169,0.087476772,0.163543309,0.082751006,0.015556051,0
same-sex_marriage1.0-9412,0,0,0,usa today,1990,9,24,19900924,0.38545664,0.238336285,0.376207075,0.008080045,0.001075149,0.439121786,0.052482661,0.02557672,0.071752729,0.101252237,0.001133475,0.143212713,0.012848864,0.10814174,0.026291534,0.007333086,0.001697261,0
same-sex_marriage1.0-9413,0,0,0,palm beach post,1990,9,23,19900923,0.660530292,0.153367262,0.186102446,0.026039332,0.001008164,0.011936546,0.004630236,0.256574611,0.183476167,0.004860192,0.007689436,0.005152806,0.279739819,0.007034867,0.181414205,0.020372359,0.01007126,0
same-sex_marriage1.0-9414,0,0,0,palm beach post,1990,9,22,19900922,0.574716341,0.136321127,0.288962533,0.001807765,0.000790134,0.908881143,0.013110857,0.012084499,0.017846863,0.006780037,0.001094878,0.00097605,0.010360219,0.000836338,0.004708058,0.019069836,0.001653324,0
same-sex_marriage1.0-9415,1,0,0,st. louis post-dispatch,1990,9,22,19900922,0.614389602,0.109631098,0.2759793,0.066114337,0.000620493,0.146086222,0.002607375,4.93E-05,0.001170546,0.000754891,0.001004551,0.001491741,0.093192169,0.258931453,0.000664107,0.426201788,0.001111041,0
same-sex_marriage1.0-9416,0,0,0,palm beach post,1990,9,20,19900920,0.557733094,0.194818585,0.247448321,0.013300701,0.001220141,0.000342557,0.051531096,0.037417173,0.009822582,0.011758593,0.001690734,0.009249132,0.021946754,0.093813435,0.046981763,0.69152283,0.009402509,0
same-sex_marriage1.0-9417,0,0,0,usa today,1990,9,17,19900917,0.44644041,0.211840548,0.341719041,0.051993386,0.001700732,0.068070713,0.020998615,0.230288311,0.106168246,0.17997786,0.002120867,0.054492969,0.029032978,0.102487405,0.058331746,0.060939061,0.033397113,0
same-sex_marriage1.0-9418,0,0,0,st. petersburg times,1990,9,15,19900915,0.664600931,0.111228194,0.224170875,0.201118934,0.007178656,0.088158458,0.003091875,0.004985539,0.016307164,0.003522435,0.002484076,0.02354585,0.161816267,0.217894424,0.096815883,0.150324176,0.022756262,0
same-sex_marriage1.0-9419,0,0,0,st. louis post-dispatch,1990,9,14,19900914,0.511168358,0.238549965,0.250281678,0.001161488,0.001200923,0.037424803,0.22036458,0.174692157,0.020966533,0.027988883,0.001886134,0.000903974,0.032966796,0.44192671,0.023812482,0.000711878,0.013992658,0
same-sex_marriage1.0-942,0,0,1,daily news,2004,2,18,20040218,0.626435002,0.149684004,0.223880995,0.000949448,0.001284442,0.045061567,0.713539615,0.092641237,0.022817324,0.003118853,0.000648524,0.001153494,0.017342495,0.043892872,0.016752382,0.037948088,0.00284966,0
same-sex_marriage1.0-9420,0,0,0,st. louis post-dispatch,1990,9,11,19900911,0.594132542,0.11768449,0.288182968,0.026530291,0.00225528,0.262899631,0.031103294,0.000139224,0.000995197,0.001562216,0.001096683,0.002346286,0.087463606,0.538220082,0.041365504,0.002120651,0.001902055,0
same-sex_marriage1.0-9421,0,0,0,usa today,1990,9,11,19900911,0.536799099,0.172856506,0.290344395,0.015214774,0.009285296,0.068573394,0.074344058,0.020397907,0.046349469,0.012526638,0.024596342,0.229437174,0.140268002,0.238656252,0.05599173,0.058180079,0.006178883,0
same-sex_marriage1.0-9422,0,0,0,usa today,1990,9,11,19900911,0.549561226,0.2346305,0.215808274,0.141819733,0.01381251,0.015856125,0.116961902,0.098026193,0.083718134,0.093404848,0.001502345,0.063218332,0.072484822,0.096423331,0.164164937,0.008719419,0.029887369,0
same-sex_marriage1.0-9423,1,0,0,usa today,1990,9,6,19900906,0.327598062,0.214597482,0.457804456,0.019967565,0.001578471,0.024845609,0.026732908,0.287110215,0.018001296,0.040441175,0.097535452,0.081930108,0.088509042,0.090300354,0.215842708,0.006244166,0.000960933,0
same-sex_marriage1.0-9424,0,0,1,palm beach post,1990,9,5,19900905,0.367608411,0.222447862,0.409943728,0.002631725,0.011733556,0.012156375,0.008753858,0.004490915,0.062329985,0.015082868,0.000997838,0.001982553,0.001926626,0.001561187,0.672773756,0.20118385,0.002394909,0
same-sex_marriage1.0-9425,1,0,0,palm beach post,1990,9,2,19900902,0.582665602,0.148238534,0.269095864,0.008423205,0.000656083,0.076931982,0.131188303,0.000577663,0.009614517,0.004418101,0.000909125,0.004562227,0.040578528,0.078247364,0.239609763,0.402731447,0.001551691,0
same-sex_marriage1.0-9426,0,0,0,palm beach post,1990,9,2,19900902,0.489904398,0.226464332,0.28363127,0.022285027,0.00178297,0.035556885,0.022869534,0.100899665,0.01846889,0.003319157,0.001724437,0.002371879,0.020962459,0.651305656,0.031002869,0.084052123,0.003398448,0
same-sex_marriage1.0-9427,1,0,0,st. louis post-dispatch,1990,8,30,19900830,0.726930192,0.068057054,0.205012754,0.004908355,0.001433783,0.236415374,0.013417075,0.013034089,0.10695235,0.015558975,0.001986775,0.003886164,0.107520019,0.04094159,0.003401306,0.445467279,0.005076866,0
same-sex_marriage1.0-9428,0,0,0,palm beach post,1990,8,27,19900827,0.544609231,0.110237448,0.345153321,0.080013343,0.006634789,0.0172914,0.001117595,0.016828249,0.000685866,0.008717706,0.001015502,0.007302003,0.016789074,0.007818953,0.014924785,0.813395223,0.007465513,0
same-sex_marriage1.0-9429,0,0,0,st. louis post-dispatch,1990,8,27,19900827,0.484305928,0.150414816,0.365279257,0.086153751,0.001048676,0.009388673,0.000418467,0.001159831,0.090733867,0.005314929,0.001453138,0.002227856,0.010340014,0.011335718,0.018159716,0.761652263,0.000613102,0
same-sex_marriage1.0-9430,0,0,0,st. louis post-dispatch,1990,8,26,19900826,0.285231918,0.306180997,0.408587084,0.085338098,0.001329018,0.599469906,0.02410219,0.018282965,0.081365513,0.00624738,0.001841604,0.008686034,0.026521336,0.07118889,0.00107795,0.071056699,0.003492417,0
same-sex_marriage1.0-9431,1,0,0,st. petersburg times,1990,8,25,19900825,0.522843642,0.213552573,0.263603785,0.001582049,0.008330585,0.046497891,0.016949127,0.014515202,0.013276649,0.001988736,0.001237211,0.007972134,0.00184993,0.031104528,0.104360062,0.749879495,0.000456401,0
same-sex_marriage1.0-9432,1,0,0,st. louis post-dispatch,1990,8,24,19900824,0.521749635,0.119822648,0.358427717,0.103910859,0.001961204,0.12963225,0.000846275,0.437641101,0.013169291,0.026090255,0.002717615,0.01038844,0.014146144,0.196047488,0.018419913,0.039843907,0.005185259,0
same-sex_marriage1.0-9433,0,0,0,st. louis post-dispatch,1990,8,24,19900824,0.700574354,0.131412432,0.168013214,0.029900268,0.001398447,0.159191408,0.145470965,0.000700744,0.262382802,0.006987411,0.00193781,0.005464393,0.062633271,0.02620602,0.005042942,0.290877303,0.001806217,0
same-sex_marriage1.0-9434,0,0,0,palm beach post,1990,8,23,19900823,0.550208703,0.145536019,0.304255278,0.027133207,0.011794221,0.049349691,0.04636014,0.052958209,0.006008166,0.073692757,0.00175161,0.012135678,0.059110171,0.57270064,0.053717056,0.029183055,0.0041054,0
same-sex_marriage1.0-9435,0,0,0,st. louis post-dispatch,1990,8,23,19900823,0.691470969,0.159453302,0.149075729,0.027073083,0.002436418,0.052500992,0.010104046,0.006506548,0.013046482,0.020576403,0.002356433,0.061524476,0.014597197,0.007696108,0.323825723,0.455337278,0.002418815,0
same-sex_marriage1.0-9436,1,0,0,st. petersburg times,1990,8,19,19900819,0.576174599,0.156221088,0.267604313,0.00877508,0.001160438,0.018160728,0.005945796,0.009825772,0.030414065,0.552206501,0.000990284,0.008692794,0.022688184,0.098151246,0.074824493,0.16501753,0.003147088,0
same-sex_marriage1.0-9437,0,0,0,st. petersburg times,1990,8,19,19900819,0.638534988,0.079923701,0.281541311,0.175881432,0.006661975,0.195451587,0.06453949,0.208664276,0.139221941,0.023076115,0.002946722,0.007455194,0.024742638,0.028058439,0.108376861,0.007774586,0.007148745,0
same-sex_marriage1.0-9439,1,0,0,st. louis post-dispatch,1990,8,16,19900816,0.581243001,0.071915474,0.346841525,0.000960323,0.000720765,0.001085619,0.000290032,0.000231537,0.002957765,0.001475404,0.001132013,0.000526538,0.001947452,0.011179633,0.003384373,0.971698871,0.002409676,0
same-sex_marriage1.0-944,0,0,1,new york times,2004,2,18,20040218,0.726248148,0.188198103,0.085553749,0.0018061,0.000770367,0.000593643,0.000550329,0.742934604,0.003819954,0.008167059,0.000557277,0.001210433,0.039624901,0.065288354,0.016514904,0.112661406,0.005500669,0
same-sex_marriage1.0-9440,0,0,0,st. petersburg times,1990,8,16,19900816,0.417791578,0.215733456,0.366474966,0.009841776,0.001136881,0.003616904,0.006453972,0.757035831,0.001800548,0.053332315,0.001099558,0.001565467,0.050123997,0.009500639,0.010622712,0.091282696,0.002586706,0
same-sex_marriage1.0-9441,0,0,0,usa today,1990,8,16,19900816,0.681928788,0.159504539,0.158566674,0.094099457,0.00190155,0.067466583,0.153660012,0.047443338,0.01022444,0.023302746,0.002634954,0.015900915,0.113430608,0.203464166,0.078584163,0.183548981,0.004338086,0
same-sex_marriage1.0-9442,0,0,0,st. louis post-dispatch,1990,8,10,19900810,0.513745668,0.098867799,0.387386533,0.003528838,0.000720259,0.003635931,0.000548456,0.000436405,0.000186794,0.002483003,0.000998054,0.000728933,0.010244905,0.095136169,0.142316751,0.738554423,0.000481079,0
same-sex_marriage1.0-9443,1,0,0,usa today,1990,8,10,19900810,0.651608654,0.126276634,0.222114712,0.301852421,0.006307478,0.004913827,0.008281061,0.010937797,0.179854953,0.112922146,0.002227964,0.066943616,0.212349766,0.033339933,0.033314306,0.025335863,0.001418868,0
same-sex_marriage1.0-9444,1,0,0,st. louis post-dispatch,1990,8,9,19900809,0.386377169,0.192913054,0.420709777,0.022855265,0.000821067,0.364047833,0.034872755,0.034861282,0.276279888,0.031653149,0.005525225,0.014188885,0.028129978,0.041633925,0.105910664,0.036656141,0.002563943,0
same-sex_marriage1.0-9445,1,0,0,st. louis post-dispatch,1990,8,6,19900806,0.378807117,0.086207506,0.534985376,0.001239632,0.000679444,0.04406577,0.000340602,0.000150304,0.000160262,0.000656144,0.001067115,0.001732388,0.005273716,0.037767924,0.016386654,0.88954113,0.000938914,0
same-sex_marriage1.0-9446,0,0,0,st. petersburg times,1990,8,4,19900804,0.5081704,0.133914915,0.357914686,0.029835292,0.002762782,0.063236128,0.046977827,0.093355723,0.033660883,0.175535818,0.003828351,0.010473135,0.159044478,0.173450308,0.02520818,0.150188465,0.032442631,0
same-sex_marriage1.0-9447,1,0,0,st. louis post-dispatch,1990,8,3,19900803,0.542986191,0.159412588,0.297601222,0.014063729,0.001073258,0.001263198,0.00018882,0.222619616,0.00649397,0.000742098,0.001069989,0.000165416,0.01778975,0.059925831,0.007698511,0.665059705,0.001846108,0
same-sex_marriage1.0-9448,0,0,0,st. louis post-dispatch,1990,8,3,19900803,0.495653764,0.144624015,0.359722221,0.013547258,0.001250254,0.09345089,0.013001619,0.001902629,0.004077654,0.00632096,0.00178583,0.009122282,0.012739279,0.005341342,0.019935741,0.813689218,0.003835044,0
same-sex_marriage1.0-9449,0,0,0,usa today,1990,8,3,19900803,0.501796915,0.207066593,0.291136491,0.023099353,0.035460171,0.056406946,0.018001487,0.035875055,0.0190194,0.025686016,0.003284041,0.054194515,0.046773221,0.222620007,0.129751542,0.313932085,0.01589616,0
same-sex_marriage1.0-945,0,0,1,new york times,2004,2,18,20040218,0.645002791,0.235964111,0.119033099,0.004142611,0.000805009,0.002305495,0.012016056,0.807670468,3.49E-05,0.002802432,0.000680368,0.000386906,0.003288941,0.044085734,0.067907484,0.050397061,0.003476512,0
same-sex_marriage1.0-9450,0,0,0,st. louis post-dispatch,1990,8,1,19900801,0.730643825,0.124738672,0.144617503,0.00702319,0.001379352,0.087430751,0.01428563,0.015499942,0.044561497,0.022705576,0.00191135,0.004777732,0.165690775,0.015162335,0.564251512,0.053793487,0.00152687,0
same-sex_marriage1.0-9451,0,0,0,usa today,1990,7,31,19900731,0.405660183,0.262844907,0.33149491,0.092407001,0.005462618,0.032289863,0.110477994,0.122806236,0.008517415,0.212601036,0.02051352,0.028749981,0.125435776,0.120029267,0.075613776,0.011086431,0.034009085,0
same-sex_marriage1.0-9452,0,0,0,usa today,1990,7,30,19900730,0.321462895,0.236690674,0.441846432,0.067777773,0.001801651,0.621521867,0.010154531,0.005452736,0.010948182,0.011976787,0.002211652,0.004398618,0.01138713,0.111041941,0.115044826,0.018349667,0.007932639,0
same-sex_marriage1.0-9453,0,0,0,st. louis post-dispatch,1990,7,29,19900729,0.57709256,0.105828904,0.317078536,0.002430218,0.000240863,0.300457856,1.70E-05,2.91E-05,0.000244579,0.004712404,0.00020357,0.000248809,0.24759126,0.11672968,0.00556,0.317607515,0.003927174,0
same-sex_marriage1.0-9454,0,0,0,st. louis post-dispatch,1990,7,26,19900726,0.469623391,0.248148606,0.282228003,0.395360993,0.002098329,0.149869242,0.001829837,0.209281927,0.020564086,0.015475543,0.002907628,0.006740127,0.014691756,0.044515933,0.01346144,0.119526107,0.003677051,0
same-sex_marriage1.0-9455,1,0,0,new york times,1990,7,25,19900725,0.505938437,0.167436314,0.326625249,0.028727899,0.000671546,0.240907803,0.014939029,0.000447937,0.039547099,0.081263831,0.00105471,0.001325859,0.015747841,0.006433294,0.010853931,0.553553765,0.004525454,0
same-sex_marriage1.0-9456,1,0,0,st. louis post-dispatch,1990,7,25,19900725,0.676553298,0.147247451,0.176199251,0.019309069,0.002258322,0.066346272,0.009070238,0.028132875,0.006649795,0.011289631,0.003129328,0.005982251,0.010391188,0.042341975,0.173382695,0.613870016,0.007846343,0
same-sex_marriage1.0-9457,0,0,0,palm beach post,1990,7,22,19900722,0.593694888,0.10634773,0.299957382,0.043551908,0.004737827,0.04123987,0.017726343,0.002845397,0.00588355,0.002218011,0.001139705,0.018723109,0.008692832,0.26673458,0.553923458,0.027617897,0.004965512,0
same-sex_marriage1.0-9458,1,0,0,palm beach post,1990,7,21,19900721,0.373473383,0.163991867,0.462534749,0.004217229,0.001151843,0.800706699,0.028897523,0.017818109,0.002654051,0.013481015,0.000982949,0.012782916,0.002414124,0.007393025,0.051596562,0.049809414,0.006094542,0
same-sex_marriage1.0-9459,1,0,0,st. louis post-dispatch,1990,7,21,19900721,0.728678137,0.084988508,0.186333354,0.00208986,0.000544949,0.270380766,0.009385691,5.65E-06,0.001887457,0.123248145,0.000855881,0.003049634,0.045863954,0.414770561,0.008427166,0.117741134,0.00174915,0
same-sex_marriage1.0-946,0,0,0,palm beach post,2004,2,18,20040218,0.456358364,0.296033694,0.247607942,0.001338741,0.000669949,0.007113629,0.003468152,0.784196185,0.000358132,0.006528836,0.000718797,0.000782417,0.000276272,0.000629137,0.027793145,0.164717829,0.001408777,0
same-sex_marriage1.0-9461,0,0,0,st. petersburg times,1990,7,19,19900719,0.576785797,0.126168904,0.297045299,0.077019586,0.001135012,0.744420543,0.001270841,0.007091432,0.002161761,0.044833204,0.00109775,0.000702067,0.014364696,0.093733606,0.007868551,0.000154471,0.004146481,0
same-sex_marriage1.0-9462,1,0,0,usa today,1990,7,19,19900719,0.472014281,0.131625673,0.396360045,0.002012686,0.000741244,0.873303938,0.012047742,0.000662276,0.001521352,0.004989085,0.001027132,0.001701565,0.081648005,0.005473398,0.012729326,0.000529183,0.00161307,0
same-sex_marriage1.0-9463,0,0,0,usa today,1990,7,19,19900719,0.440114067,0.248238954,0.311646979,0.024228603,0.008057802,0.001340198,0.030705644,0.030322512,0.035633297,0.127474727,0.008474006,0.066040943,0.053879031,0.133380671,0.215057195,0.242522423,0.022882949,0
