,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,Explicit,Implicit,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14
same-sex_marriage1.0-8277,0,0,0,new york times,2012,5,14,20120514,0.34635763,0.447655957,0.205986413,0.043538687,0.956461313,0.005699077,0.001378498,0.823056624,0.006753545,0.004140917,0.001248886,0.004597921,0.00055646,0.001776946,0.000457085,0.007224518,0.022826794,0.116804421,0.003478306,0
same-sex_marriage1.0-8278,0,0,0,new york times,2012,5,14,20120514,0.364309413,0.52012574,0.115564847,0.030456403,0.969543597,0.002903241,0.000713031,0.01701519,0.003198229,0.112889899,0.008046944,0.001286625,0.000641162,0.000678635,0.001311408,0.001476807,0.809913562,0.036827766,0.003097502,0
same-sex_marriage1.0-8279,0,0,1,philadelphia inquirer,2012,5,14,20120514,0.310894655,0.360004752,0.329100593,0.034009459,0.965990541,0.001834482,0.000604264,0.782309429,0.011621968,0.001468772,0.000464587,0.002290315,0.000969655,0.000552244,0.017959898,0.016737282,0.025737093,0.133357632,0.004092378,0
same-sex_marriage1.0-828,0,0,0,denver post,2004,2,25,20040225,0.19969097,0.302378813,0.497930217,0.172828982,0.827171018,0.009882808,0.001016719,0.026030288,0.005163815,0.092925139,0.004513064,0.018778702,0.001607444,0.002075563,0.039217659,0.022782671,0.251264118,0.522620991,0.002121019,0
same-sex_marriage1.0-8281,0,0,0,philadelphia inquirer,2012,5,14,20120514,0.697036694,0.121638134,0.181325172,0.968263773,0.031736227,0.099117558,0.00130768,0.37507802,0.085515439,0.020050808,0.021426563,0.008362875,0.001183126,0.002714794,0.106729075,0.009927946,0.026035628,0.237695868,0.00485462,0
same-sex_marriage1.0-8282,0,0,0,tampa bay times,2012,5,14,20120514,0.881378394,0.103328276,0.01529333,0.138796327,0.861203673,0.01961828,0.001890471,0.070634558,0.27479773,0.003434332,0.029571287,0.015897457,0.001404872,0.019330829,0.017479321,0.038515711,0.029318877,0.477047962,0.001058313,0
same-sex_marriage1.0-8283,0,0,0,tampa bay times,2012,5,14,20120514,0.577487528,0.216550287,0.205962186,0.047536893,0.952463107,0.009660861,0.025612104,0.007327575,0.110594096,0.005369939,0.059716759,0.001730965,0.001158298,0.007249328,0.004172905,0.02657463,0.013651984,0.726785126,0.00039543,0
same-sex_marriage1.0-8284,0,0,0,usa today,2012,5,14,20120514,0.361112275,0.280087957,0.358799768,0.068262498,0.931737502,0.006587786,0.000471449,0.660194661,0.005202236,0.00268234,0.003528144,0.00081731,0.000976797,0.001433644,0.005360174,0.06915372,0.034656064,0.204781155,0.00415452,0
same-sex_marriage1.0-8285,0,0,1,usa today,2012,5,14,20120514,0.706351873,0.230508996,0.06313913,0.015373181,0.984626819,0.003533134,0.000681157,0.002148379,0.009266842,0.000832035,0.001580618,0.001234271,0.001062285,0.001953733,0.004295541,0.02243925,0.493565866,0.450748306,0.006658583,0
same-sex_marriage1.0-8287,0,1,0,washington post,2012,5,14,20120514,0.45888956,0.369100876,0.172009563,0.030474814,0.969525186,0.003532301,0.000986628,0.854494008,0.019573057,0.000805325,0.002905092,0.001418946,0.001193022,0.0004375,0.0122193,0.00543216,0.043197974,0.051089334,0.002715352,0
same-sex_marriage1.0-8289,0,0,1,atlanta journal and constitution,2012,5,13,20120513,0.904819197,0.087583528,0.007597275,0.093547563,0.906452437,0.009200366,0.001976546,0.01515284,0.021944044,0.004363175,0.002713727,0.00139099,0.001082174,0.004833903,0.071122442,0.689525868,0.121954612,0.051467749,0.003271564,0
same-sex_marriage1.0-829,0,0,1,herald-sun,2004,2,25,20040225,0.753222461,0.13888908,0.107888459,0.082732775,0.917267225,0.002265825,0.001239576,0.000570385,0.001072341,0.171747858,0.00090239,0.001076924,0.001042025,0.001471893,0.159672486,0.001069749,0.025432925,0.627873237,0.004562385,0
same-sex_marriage1.0-8290,0,0,0,atlanta journal and constitution,2012,5,13,20120513,0.597241906,0.215104646,0.187653448,0.516183408,0.483816592,0.000950038,0.000588579,0.004243838,0.015341048,0.02622591,0.012505484,0.00072606,0.004086688,0.002602372,0.004788699,0.002556333,0.001108352,0.921826164,0.002450437,0
same-sex_marriage1.0-8291,0,0,0,atlanta journal and constitution,2012,5,13,20120513,0.782666309,0.164083826,0.053249865,0.069470689,0.930529311,0.002189194,0.003448744,0.024404394,0.042031181,0.011127134,0.00034047,0.002225142,0.000584725,0.002238712,0.01318562,0.112532912,0.006496317,0.775039811,0.004155645,0
same-sex_marriage1.0-8292,0,0,1,daily news,2012,5,13,20120513,0.447692085,0.237775733,0.314532182,0.028464735,0.971535265,0.002482535,0.001161427,0.015461321,0.004013696,0.007369678,0.000766484,0.003060416,0.001271586,0.005482336,0.002033695,0.028193893,0.093593363,0.831170515,0.003939055,0
same-sex_marriage1.0-8293,0,0,0,daily news,2012,5,13,20120513,0.479980334,0.284363552,0.235656115,0.283700816,0.716299184,0.020210443,0.017993618,0.022597999,0.037020043,0.008504619,0.016865269,0.029480571,0.006646745,0.004064922,0.00331185,0.071932972,0.611107345,0.1423121,0.007951507,0
same-sex_marriage1.0-8294,0,0,1,new york times,2012,5,13,20120513,0.811151501,0.140956355,0.047892144,0.600184848,0.399815152,0.001325635,0.000565507,0.029229242,0.009464805,0.004997723,0.034723281,0.003154139,0.004156788,0.000465679,0.020082211,0.018279703,0.000750356,0.872113847,0.000691085,0
same-sex_marriage1.0-8297,0,0,0,new york times,2012,5,13,20120513,0.432118101,0.255872637,0.312009263,0.205887284,0.794112716,0.147279353,0.01282435,0.021867835,0.035455904,0.106546238,0.103559516,0.031388896,0.000526021,0.017977978,0.006959181,0.015702721,0.048763338,0.420707014,0.030441656,0
same-sex_marriage1.0-8298,0,0,1,philadelphia inquirer,2012,5,13,20120513,0.665847549,0.14833417,0.185818281,0.100406212,0.899593788,0.005121534,0.001130467,0.005669123,0.018076392,0.00493876,0.001091138,0.001913154,0.000851845,0.000657034,0.028738542,0.081908896,0.068400737,0.779320646,0.002181731,0
same-sex_marriage1.0-83,0,0,0,st. louis post-dispatch,2002,3,15,20020315,0.50759354,0.180952567,0.311453893,0.010333605,0.989666395,0.023954112,0.004878078,0.015902475,0.066866644,0.011392731,0.014070532,0.004221586,0.001523777,0.001317687,0.016582912,0.016436442,0.005019777,0.816096878,0.001736369,0
same-sex_marriage1.0-830,0,0,0,herald-sun,2004,2,25,20040225,0.157606435,0.424561729,0.417831836,0.001546451,0.998453549,0.023850788,0.000824456,0.003882387,0.002715212,0.000647861,0.043483585,0.004285622,0.000874252,0.002088804,0.000573714,0.011709004,0.015130819,0.888555809,0.001377688,0
same-sex_marriage1.0-8301,0,0,0,philadelphia inquirer,2012,5,13,20120513,0.721858221,0.257203292,0.020938488,0.445169459,0.554830541,0.001155064,0.000775598,0.024954996,0.031925165,0.004637899,0.002671364,0.006120126,0.005385222,0.000733719,0.003241143,0.100466966,0.154049414,0.662200148,0.001683176,0
same-sex_marriage1.0-8304,0,0,0,washington post,2012,5,13,20120513,0.751761423,0.08458323,0.163655348,0.941558944,0.058441056,0.026537144,0.004184409,0.046927304,0.103922832,0.042755022,0.021118488,0.004224882,0.003844507,0.009964663,0.683932941,0.009939021,0.012998102,0.02515733,0.004493355,0
same-sex_marriage1.0-8305,0,0,1,washington post,2012,5,13,20120513,0.905040355,0.075555193,0.019404452,0.049222623,0.950777377,0.029520864,0.003410305,0.051052217,0.004683254,0.040906701,0.002519022,0.0064728,0.000819724,0.002395251,0.775964506,0.025475216,0.018138028,0.012246622,0.026395491,0
same-sex_marriage1.0-8306,0,0,1,washington post,2012,5,13,20120513,0.682279216,0.27351409,0.044206694,0.926194263,0.073805737,0.001595519,0.001714205,0.001717722,0.069439478,0.001148992,0.000901136,0.000342902,0.000799746,0.002859405,0.011832682,0.156036424,0.000813468,0.749807527,0.000990793,0
same-sex_marriage1.0-8307,0,0,1,washington post,2012,5,13,20120513,0.793735145,0.170344594,0.035920261,0.121062603,0.878937397,0.002637427,0.0005545,0.002627348,0.011398927,0.064979778,0.057774896,0.001023131,0.000580228,0.000747689,0.000692613,0.011505741,0.035589808,0.802582464,0.007305451,0
same-sex_marriage1.0-8308,0,0,1,washington post,2012,5,13,20120513,0.203896695,0.334145431,0.461957874,0.01044207,0.98955793,0.006218523,0.000923268,0.060439577,0.003077227,0.001479151,0.000685504,0.004681684,0.001306223,0.002458873,0.005204218,0.003428855,0.014183948,0.882653293,0.013259655,0
same-sex_marriage1.0-831,0,0,0,new york times,2004,2,25,20040225,0.26474652,0.347404995,0.387848485,0.038959059,0.961040941,0.000932182,0.000649229,0.040950655,0.002506126,0.684804264,0.002306284,0.006368415,0.000969389,0.000137501,0.000818508,0.000479769,0.001149318,0.25235713,0.005571231,0
same-sex_marriage1.0-8316,0,0,0,denver post,2012,5,12,20120512,0.263343934,0.384027408,0.352628658,0.011800901,0.988199099,0.02471316,0.003304418,0.015711544,0.002709082,0.000464287,0.010086377,0.001786614,0.009578664,0.00202835,0.075859988,0.001639982,0.020159542,0.831320136,0.000637856,0
same-sex_marriage1.0-8317,0,0,0,denver post,2012,5,12,20120512,0.609331518,0.143543269,0.247125213,0.035869614,0.964130386,0.003614722,0.002957891,0.0060712,0.008661726,0.002859128,0.003767624,0.002718717,0.000907753,0.003347839,0.030987149,0.101932688,0.052953622,0.774369494,0.004850446,0
same-sex_marriage1.0-8318,0,1,0,denver post,2012,5,12,20120512,0.567049086,0.330766853,0.102184062,0.32623204,0.67376796,0.003635259,0.000791411,0.027690603,0.055954582,0.001567584,0.003262071,0.001857646,0.000572558,0.001196469,0.00458381,0.012641817,0.039802685,0.842670217,0.003773289,0
same-sex_marriage1.0-8319,0,0,0,herald-sun,2012,5,12,20120512,0.587511657,0.210989631,0.201498711,0.077692323,0.922307677,0.001523948,0.000645895,0.00081229,0.013815218,0.000818726,0.003102741,0.000815514,0.000580793,0.001538729,0.000968087,0.031850882,0.089055719,0.853647308,0.000824149,0
same-sex_marriage1.0-832,0,0,0,new york times,2004,2,25,20040225,0.691462176,0.18665803,0.121879794,0.810064118,0.189935882,0.017283941,0.00125403,0.015215175,0.468068663,0.0104391,0.015415398,0.018056995,0.012789407,0.001408319,0.007923108,0.016609229,0.012929929,0.399177703,0.003429002,0
same-sex_marriage1.0-8320,0,0,1,herald-sun,2012,5,12,20120512,0.844889641,0.0729655,0.082144859,0.954785587,0.045214413,0.00117523,0.000524509,0.000695854,0.102334965,0.001993717,0.012430665,0.00027653,0.000589849,0.000370789,0.005919861,0.078273766,0.000827022,0.793931735,0.000655508,0
same-sex_marriage1.0-8321,0,0,1,herald-sun,2012,5,12,20120512,0.88218381,0.086525098,0.031291092,0.715479501,0.284520499,0.001472554,0.002218516,0.006248812,0.110143888,0.143575216,0.014732223,0.000190267,0.000680845,0.000192945,0.014576638,0.108305899,0.052080392,0.505169159,0.040412648,0
same-sex_marriage1.0-8323,0,0,1,new york times,2012,5,12,20120512,0.530004139,0.361694909,0.108300952,0.081910773,0.918089227,0.018579884,0.001012448,0.006353208,0.088788164,0.017107684,0.006065968,0.001485347,0.001059424,0.000659744,0.002364512,0.00434386,0.07172672,0.77826091,0.002192125,0
same-sex_marriage1.0-8324,0,0,1,new york times,2012,5,12,20120512,0.411211882,0.234824617,0.353963501,0.136721638,0.863278362,0.509482202,0.003063979,0.026516842,0.007603173,0.025069517,0.21482645,0.003469434,0.001322119,0.001884225,0.013646936,0.009356213,0.016937596,0.161920949,0.004900364,0
same-sex_marriage1.0-8325,0,0,1,new york times,2012,5,12,20120512,0.650826819,0.157407865,0.191765316,0.095017375,0.904982625,0.26144208,0.001205676,0.003006566,0.010879354,0.446525731,0.023508211,0.000750466,0.003122228,0.000666343,0.199324715,0.004977421,0.006252746,0.037519364,0.000819099,0
same-sex_marriage1.0-8326,0,0,1,new york times,2012,5,12,20120512,0.848025316,0.136194938,0.015779746,0.229303333,0.770696667,0.003147252,0.002871817,0.073704093,0.052860502,0.00861039,0.003848269,0.005101102,0.005095044,0.00265602,0.604502534,0.089913629,0.007332528,0.135149521,0.005207299,0
same-sex_marriage1.0-8327,0,0,1,new york times,2012,5,12,20120512,0.510823556,0.268030918,0.221145526,0.015090531,0.984909469,0.031934393,0.004074114,0.003860409,0.033494855,0.034368811,0.01549162,0.005092293,0.001613132,0.001771189,0.002532469,0.003966059,0.037448079,0.822358549,0.001994029,0
same-sex_marriage1.0-8328,0,0,1,palm beach post,2012,5,12,20120512,0.454979883,0.315452355,0.229567762,0.223446699,0.776553301,0.000490865,0.000585318,0.002562739,0.029592834,0.013666471,0.008579154,0.000711538,0.001730051,0.000572792,0.000445444,0.002703175,0.00325697,0.915190672,0.019911977,0
same-sex_marriage1.0-8329,0,0,0,palm beach post,2012,5,12,20120512,0.867591166,0.102923127,0.029485707,0.963587847,0.036412153,0.022251764,0.003183964,0.075724886,0.133407812,0.002686641,0.005112601,0.003940401,0.000459675,0.008658767,0.520491324,0.139584182,0.01452965,0.068107883,0.001860451,0
same-sex_marriage1.0-833,0,0,0,new york times,2004,2,25,20040225,0.181982258,0.232187317,0.585830425,0.013122588,0.986877412,0.008408705,0.001150145,0.004535054,0.003309139,0.441938359,0.028666846,0.001244256,0.000702407,0.001170136,0.003081382,0.002562889,0.005612363,0.492356013,0.005262305,0
same-sex_marriage1.0-8330,0,0,0,saint paul pioneer press,2012,5,12,20120512,0.522873225,0.309653471,0.167473304,0.228989612,0.771010388,0.010228581,0.003063066,0.030363716,0.008446459,0.007524739,0.033173731,0.001550849,0.000874789,0.009098716,0.017942631,0.041864013,0.149275662,0.680964587,0.005628462,0
same-sex_marriage1.0-8334,0,0,1,washington post,2012,5,12,20120512,0.450802633,0.487859193,0.061338174,0.212962447,0.787037553,0.009298967,0.000643153,0.021090449,0.020818289,0.00294472,0.004469522,0.003768354,0.001590324,0.001350414,0.000677419,0.004696544,0.0665319,0.858164326,0.003955619,0
same-sex_marriage1.0-8336,0,0,1,washington post,2012,5,12,20120512,0.17606635,0.223166281,0.600767369,0.003298274,0.996701726,0.006716668,0.000778398,0.055967646,0.002055557,0.001140434,0.000433716,0.001614607,0.000510875,0.001654695,0.001695316,0.004292721,0.168252927,0.74537035,0.00951609,0
same-sex_marriage1.0-8337,1,0,0,washington post,2012,5,12,20120512,0.543196651,0.193687355,0.263115994,0.028443637,0.971556363,0.288753323,0.003663777,0.002779979,0.001915826,0.007943826,0.02179798,0.001786123,0.00083392,0.002623243,0.000583241,0.005691472,0.006060194,0.655277161,0.000289935,0
same-sex_marriage1.0-8338,0,0,0,washington post,2012,5,12,20120512,0.822591591,0.128188559,0.049219851,0.99792347,0.00207653,0.003334699,0.001320342,0.146674674,0.390014945,0.190422203,0.012077389,0.003540394,0.001426051,0.001188442,0.149516571,0.073346558,0.013928697,0.008345136,0.004863898,0
same-sex_marriage1.0-8339,1,0,0,washington post,2012,5,12,20120512,0.397984281,0.322159645,0.279856075,0.382046402,0.617953598,0.030666384,0.002875347,0.019693426,0.036680008,0.018044206,0.004498373,0.015275664,0.001281327,0.006359674,0.001291763,0.019069131,0.46171545,0.377786004,0.004763243,0
same-sex_marriage1.0-834,0,0,0,new york times,2004,2,25,20040225,0.470428354,0.24545589,0.284115756,0.004758496,0.995241504,0.0045652,0.002990889,0.006240944,0.003583279,0.181496369,0.00090097,0.002490258,0.001146472,0.002756562,0.011149125,0.007540257,0.082226912,0.686226494,0.006686269,0
same-sex_marriage1.0-8340,0,0,0,washington post,2012,5,12,20120512,0.643853673,0.23618398,0.119962347,0.040211356,0.959788644,0.004682097,0.000987215,0.031112906,0.020296155,0.00849227,0.006807989,0.002190323,0.003844721,0.007586053,0.007772666,0.314369015,0.497580041,0.093600337,0.000678212,0
same-sex_marriage1.0-8342,0,0,1,washington post,2012,5,12,20120512,0.789563627,0.075079168,0.135357206,0.813452406,0.186547594,0.000544013,0.001550868,0.518888381,0.060489875,0.00341144,0.000727348,0.003423104,0.002956686,0.004344881,0.133743649,0.105669633,0.025654051,0.136757579,0.001838491,0
same-sex_marriage1.0-8345,0,0,0,daily news,2012,5,11,20120511,0.662628668,0.275109163,0.062262169,0.337455426,0.662544574,0.006419346,0.000601112,0.02957042,0.038546386,0.015078101,0.008798239,0.00133673,0.000897543,0.004768176,0.015473425,0.005902125,0.002665348,0.866353211,0.00358984,0
same-sex_marriage1.0-8346,0,0,0,denver post,2012,5,11,20120511,0.414159534,0.328962079,0.256878387,0.0114771,0.9885229,0.007859148,0.0075799,0.003094911,0.002724972,0.000616588,0.034919576,0.003410318,0.005476825,0.001343572,0.05191377,0.002393447,0.004373298,0.873498812,0.000794864,0
same-sex_marriage1.0-8347,0,0,0,denver post,2012,5,11,20120511,0.730244566,0.180564656,0.089190778,0.739328188,0.260671812,0.02737878,0.003722938,0.219642294,0.17546425,0.003160883,0.067610021,0.004928807,0.010583088,0.012151782,0.134609205,0.146521801,0.00211879,0.185664914,0.006442446,0
same-sex_marriage1.0-8348,0,0,0,denver post,2012,5,11,20120511,0.643342984,0.241054969,0.115602047,0.018552294,0.981447706,0.001226215,0.000577972,0.004958438,0.003350007,0.000126963,0.021587803,0.00107835,0.000649972,0.000468948,0.001170081,0.001305406,0.000705259,0.961085875,0.001708713,0
same-sex_marriage1.0-8349,0,0,0,denver post,2012,5,11,20120511,0.531421214,0.225610311,0.242968476,0.870933279,0.129066721,0.00257178,0.000818084,0.007557284,0.198048884,0.008666552,0.004187686,0.001721095,0.001111463,0.000359775,0.001162676,0.012383055,0.106312223,0.653291007,0.001808437,0
same-sex_marriage1.0-835,0,0,0,palm beach post,2004,2,25,20040225,0.6420856,0.135930065,0.221984335,0.0175085,0.9824915,0.03065951,0.013069184,0.037956525,0.006701633,0.00199349,0.006631291,0.004162234,0.001306341,0.001419663,0.188632292,0.053640016,0.018344182,0.633333954,0.002149687,0
same-sex_marriage1.0-8350,0,0,1,denver post,2012,5,11,20120511,0.262532455,0.422773399,0.314694146,0.00678946,0.99321054,0.005810206,0.000568139,0.001908889,0.005383476,0.002082717,0.001948778,0.000804762,0.000638914,0.001860712,0.00283938,0.025379031,0.006054448,0.941736578,0.00298397,0
same-sex_marriage1.0-8351,0,0,0,herald-sun,2012,5,11,20120511,0.823747968,0.094891472,0.08136056,0.296158582,0.703841418,0.027106693,0.001093804,0.160169747,0.015833524,0.015589935,0.003168857,0.004227497,0.000920837,0.002364613,0.004975908,0.111344589,0.441213549,0.196086095,0.015904354,0
same-sex_marriage1.0-8353,0,0,1,herald-sun,2012,5,11,20120511,0.78269743,0.166483306,0.050819263,0.116140253,0.883859747,0.002879321,0.001147632,0.003468602,0.064127382,0.695065905,0.016615449,0.004796726,0.001032636,0.00166375,0.002851165,0.001870911,0.025460795,0.176059506,0.00296022,0
same-sex_marriage1.0-8354,0,0,0,herald-sun,2012,5,11,20120511,0.272802586,0.471991162,0.255206252,0.017156321,0.982843679,0.008598091,0.000953208,0.001032543,0.002055945,0.00929411,0.004265081,0.000567683,0.000654027,0.002282163,0.001699161,0.029548228,0.049892108,0.875951847,0.013205805,0
same-sex_marriage1.0-8355,1,0,0,herald-sun,2012,5,11,20120511,0.747037761,0.19872411,0.05423813,0.004561181,0.995438819,0.003562942,0.002982017,0.000320733,0.002037496,0.000319557,0.000717542,0.000787821,0.000901675,0.000949688,0.007346381,0.023779643,0.032403718,0.923591023,0.000299765,0
