,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,primary
gun_control1.0-2229,0,0,1,st. louis post-dispatch,1994,1,28,19940128,6
gun_control1.0-2228,0,0,1,new york times,1994,1,29,19940129,6
gun_control1.0-6740,0,0,1,st. louis post-dispatch,1999,12,21,19991221,4
gun_control1.0-7618,0,0,1,daily news,2000,5,22,20000522,5
gun_control1.0-6746,0,0,1,denver post,1999,12,19,19991219,6
gun_control1.0-7196,0,0,1,san jose mercury news,2000,3,24,20000324,4
gun_control1.0-9252,0,1,0,washington post,2003,9,16,20030916,12
gun_control1.0-11478,0,0,1,washington post,2012,7,30,20120730,5
gun_control1.0-9743,0,0,1,denver post,2004,7,21,20040721,6
gun_control1.0-9742,0,1,0,st. louis post-dispatch,2004,7,22,20040722,12
gun_control1.0-9741,0,0,1,new york times,2004,7,23,20040723,6
gun_control1.0-9747,0,0,1,st. louis post-dispatch,2004,7,20,20040720,1
gun_control1.0-6186,0,0,1,atlanta journal and constitution,1999,9,8,19990908,4
gun_control1.0-6501,0,0,1,washington post,1999,7,8,19990708,6
gun_control1.0-9637,0,0,1,st. petersburg times,2004,9,23,20040923,6
gun_control1.0-9980,0,0,1,saint paul pioneer press,2004,1,19,20040119,4
gun_control1.0-9982,0,0,1,washington post,2004,1,15,20040115,12
gun_control1.0-9632,0,1,0,daily news,2004,9,26,20040926,0
gun_control1.0-3295,0,1,0,san jose mercury news,1994,12,28,19941228,5
gun_control1.0-300,0,0,1,new york times,1981,12,28,19811228,6
gun_control1.0-9989,0,0,1,washington post,2004,1,9,20040109,12
gun_control1.0-9988,0,1,0,washington post,2004,1,13,20040113,6
gun_control1.0-3299,0,1,0,usa today,1994,12,28,19941228,12
gun_control1.0-5704,0,0,1,washington post,1999,6,23,19990623,12
gun_control1.0-9639,0,0,1,washington post,2004,9,21,20040921,12
gun_control1.0-3294,0,0,1,new york times,1994,12,28,19941228,7
gun_control1.0-9919,0,0,1,washington post,2004,2,27,20040227,12
gun_control1.0-7580,0,1,0,st. petersburg times,2000,6,1,20000601,5
gun_control1.0-7587,0,0,1,washington post,2000,5,31,20000531,7
gun_control1.0-7589,0,0,1,new york times,2000,5,30,20000530,12
gun_control1.0-7588,0,0,1,atlanta journal and constitution,2000,5,30,20000530,5
gun_control1.0-4650,0,0,1,washington post,1997,3,2,19970302,13
gun_control1.0-9744,0,0,1,saint paul pioneer press,2004,7,21,20040721,4
gun_control1.0-11868,0,0,1,new york times,2012,12,19,20121219,4
gun_control1.0-5986,0,0,1,st. louis post-dispatch,1999,5,28,19990528,12
gun_control1.0-5981,0,0,1,palm beach post,1999,5,28,19990528,4
gun_control1.0-51,0,1,0,new york times,1970,10,20,19701020,4
gun_control1.0-7807,0,0,1,washington post,2000,5,9,20000509,10
gun_control1.0-7803,0,0,1,new york times,2000,5,9,20000509,12
gun_control1.0-881,0,0,1,palm beach post,1989,2,4,19890204,12
gun_control1.0-7801,0,0,1,denver post,2000,5,9,20000509,12
gun_control1.0-8587,0,0,1,washington post,2001,7,22,20010722,10
gun_control1.0-8584,0,0,1,new york times,2001,7,22,20010722,13
gun_control1.0-9298,0,0,1,saint paul pioneer press,2003,7,11,20030711,4
gun_control1.0-9534,0,1,0,philadelphia inquirer,2003,1,26,20030126,6
gun_control1.0-9294,0,0,1,washington post,2003,7,17,20030717,12
gun_control1.0-9297,0,0,1,st. louis post-dispatch,2003,7,12,20030712,7
gun_control1.0-11210,0,0,1,san jose mercury news,2012,3,19,20120319,4
gun_control1.0-9291,0,0,1,saint paul pioneer press,2003,7,17,20030717,4
gun_control1.0-8588,0,0,1,atlanta journal and constitution,2001,7,21,20010721,13
gun_control1.0-9292,0,0,1,washington post,2003,7,17,20030717,4
gun_control1.0-11679,0,0,1,daily news,2012,12,25,20121225,11
gun_control1.0-8352,0,0,1,washington post,2002,3,9,20020309,12
gun_control1.0-11673,0,0,1,tampa bay times,2012,5,3,20120503,12
gun_control1.0-2705,0,0,1,denver post,1994,6,8,19940608,6
gun_control1.0-9185,0,0,1,st. louis post-dispatch,2003,10,20,20031020,5
gun_control1.0-3128,0,0,1,st. louis post-dispatch,1995,3,19,19950319,7
gun_control1.0-9187,0,0,1,daily news,2003,10,19,20031019,10
gun_control1.0-9186,0,0,1,st. louis post-dispatch,2003,10,20,20031020,8
gun_control1.0-7433,0,0,1,denver post,2000,2,24,20000224,3
gun_control1.0-4552,0,1,0,washington post,1997,5,6,19970506,12
gun_control1.0-8906,0,0,1,atlanta journal and constitution,2002,9,15,20020915,12
gun_control1.0-8907,0,0,1,new york times,2002,9,15,20020915,12
gun_control1.0-8904,0,0,1,st. petersburg times,2002,9,20,20020920,4
gun_control1.0-8905,0,1,0,st. petersburg times,2002,9,18,20020918,12
gun_control1.0-1624,0,0,1,atlanta journal and constitution,1992,2,19,19920219,13
gun_control1.0-9239,0,0,1,saint paul pioneer press,2003,9,21,20030921,4
gun_control1.0-9163,0,0,1,st. louis post-dispatch,2003,11,2,20031102,7
gun_control1.0-7970,0,0,1,atlanta journal and constitution,2001,1,9,20010109,12
gun_control1.0-9160,0,1,0,washington post,2003,11,3,20031103,12
gun_control1.0-7976,0,0,1,washington post,2001,1,7,20010107,11
gun_control1.0-11692,0,0,1,daily news,2012,12,24,20121224,12
gun_control1.0-9165,0,0,1,new york times,2003,11,1,20031101,12
gun_control1.0-7975,0,0,1,denver post,2001,1,7,20010107,6
gun_control1.0-9336,0,0,1,saint paul pioneer press,2003,6,6,20030606,0
gun_control1.0-5187,0,0,1,san jose mercury news,1997,12,29,19971229,5
gun_control1.0-7979,0,0,1,saint paul pioneer press,2001,1,6,20010106,4
gun_control1.0-5180,0,0,1,washington post,1998,1,10,19980110,8
gun_control1.0-11699,0,0,1,washington post,2012,12,24,20121224,11
gun_control1.0-5182,0,0,1,st. louis post-dispatch,1998,1,4,19980104,5
gun_control1.0-11507,0,0,1,atlanta journal and constitution,2012,7,26,20120726,3
gun_control1.0-4907,0,0,1,washington post,1998,7,9,19980709,12
gun_control1.0-4904,0,0,1,san jose mercury news,1998,7,9,19980709,8
gun_control1.0-11501,0,0,1,st. louis post-dispatch,2012,7,27,20120727,12
gun_control1.0-4901,0,0,1,denver post,1998,7,11,19980711,12
gun_control1.0-2666,0,0,1,new york times,1994,7,8,19940708,12
gun_control1.0-8344,0,0,1,san jose mercury news,2002,3,15,20020315,6
gun_control1.0-8346,0,0,1,saint paul pioneer press,2002,3,14,20020314,11
gun_control1.0-8879,0,0,1,new york times,2002,10,9,20021009,12
gun_control1.0-6829,0,0,1,denver post,1999,11,26,19991126,12
gun_control1.0-9259,0,0,1,st. louis post-dispatch,2003,9,13,20030913,5
gun_control1.0-8343,0,0,1,new york times,2002,3,17,20020317,11
gun_control1.0-9912,0,0,1,st. louis post-dispatch,2004,2,27,20040227,4
gun_control1.0-4495,0,0,1,washington post,1997,6,29,19970629,4
gun_control1.0-1750,0,0,1,new york times,1991,10,20,19911020,12
gun_control1.0-10526,0,0,1,palm beach post,2010,3,19,20100319,5
gun_control1.0-1752,0,0,1,st. louis post-dispatch,1991,10,19,19911019,12
gun_control1.0-1755,0,0,1,new york times,1991,10,18,19911018,5
gun_control1.0-1758,0,0,1,usa today,1991,10,18,19911018,12
gun_control1.0-727,0,0,1,st. petersburg times,1989,5,6,19890506,6
gun_control1.0-10836,0,0,1,st. petersburg times,2011,5,15,20110515,6
gun_control1.0-4061,0,0,1,daily news,1996,7,26,19960726,12
gun_control1.0-2319,0,0,1,new york times,1994,1,5,19940105,0
gun_control1.0-4879,0,0,1,atlanta journal and constitution,1998,7,20,19980720,2
gun_control1.0-2981,0,0,1,st. louis post-dispatch,1994,3,6,19940306,4
gun_control1.0-297,0,0,1,new york times,1982,1,3,19820103,4
gun_control1.0-4872,0,0,1,san jose mercury news,1998,7,23,19980723,4
gun_control1.0-10830,0,0,1,usa today,2011,5,18,20110518,8
gun_control1.0-4870,0,0,1,denver post,1998,7,23,19980723,6
gun_control1.0-8754,0,0,1,washington post,2001,4,6,20010406,10
gun_control1.0-8160,0,0,1,palm beach post,2000,9,26,20000926,11
gun_control1.0-4877,0,0,1,st. louis post-dispatch,1998,7,21,19980721,12
gun_control1.0-4874,0,1,0,st. louis post-dispatch,1998,7,22,19980722,6
gun_control1.0-10448,0,0,1,washington post,2010,6,17,20100617,12
gun_control1.0-3876,0,0,1,new york times,1995,4,27,19950427,4
gun_control1.0-3874,0,1,0,new york times,1995,4,27,19950427,4
gun_control1.0-1247,0,0,1,new york times,1991,2,6,19910206,11
gun_control1.0-3879,0,1,0,usa today,1995,4,27,19950427,4
gun_control1.0-3878,0,1,0,philadelphia inquirer,1995,4,27,19950427,4
gun_control1.0-7761,0,0,1,atlanta journal and constitution,2000,5,12,20000512,11
gun_control1.0-3982,0,0,1,washington post,1996,10,1,19961001,6
gun_control1.0-12096,0,0,1,usa today,2012,12,6,20121206,10
gun_control1.0-3944,0,1,0,san jose mercury news,1995,4,4,19950404,4
gun_control1.0-8236,0,0,1,denver post,2000,8,31,20000831,4
gun_control1.0-6333,0,0,1,denver post,1999,8,11,19990811,12
gun_control1.0-761,0,0,1,palm beach post,1989,4,13,19890413,12
gun_control1.0-766,0,0,1,usa today,1989,4,10,19890410,4
gun_control1.0-764,0,0,1,st. petersburg times,1989,4,12,19890412,5
gun_control1.0-2740,0,0,1,new york times,1994,5,17,19940517,4
gun_control1.0-768,0,0,1,st. louis post-dispatch,1989,4,9,19890409,12
gun_control1.0-9840,0,0,1,st. louis post-dispatch,2004,3,21,20040321,8
gun_control1.0-8010,0,1,0,philadelphia inquirer,2000,12,26,20001226,5
gun_control1.0-11986,0,0,1,herald-sun,2012,12,17,20121217,12
gun_control1.0-8014,0,0,1,denver post,2000,12,20,20001220,12
gun_control1.0-8016,0,0,1,new york times,2000,12,16,20001216,6
gun_control1.0-8727,0,0,1,washington post,2001,4,28,20010428,6
gun_control1.0-5336,0,0,1,st. louis post-dispatch,1999,2,28,19990228,5
gun_control1.0-8019,0,0,1,atlanta journal and constitution,2000,12,15,20001215,2
gun_control1.0-5332,0,0,1,atlanta journal and constitution,1999,3,1,19990301,4
gun_control1.0-3906,0,1,0,st. louis post-dispatch,1995,4,21,19950421,12
gun_control1.0-2533,0,0,1,st. petersburg times,1993,11,24,19931124,12
gun_control1.0-6336,0,0,1,new york times,1999,8,10,19990810,5
gun_control1.0-549,0,0,1,palm beach post,1990,1,10,19900110,5
gun_control1.0-9492,0,0,1,saint paul pioneer press,2003,3,5,20030305,6
gun_control1.0-6534,0,0,1,herald-sun,2000,2,20,20000220,8
gun_control1.0-1427,0,0,1,new york times,1992,8,8,19920808,12
gun_control1.0-546,0,0,1,palm beach post,1990,1,17,19900117,12
gun_control1.0-9686,0,0,1,st. louis post-dispatch,2004,9,12,20040912,6
gun_control1.0-167,0,0,1,new york times,1987,1,19,19870119,12
gun_control1.0-166,0,0,1,new york times,1987,1,27,19870127,12
gun_control1.0-163,0,0,1,new york times,1987,2,11,19870211,12
gun_control1.0-12090,0,0,1,saint paul pioneer press,2012,12,12,20121212,12
gun_control1.0-5431,0,0,1,daily news,1999,1,22,19990122,4
gun_control1.0-8721,0,0,1,new york times,2001,5,1,20010501,12
gun_control1.0-169,0,1,0,new york times,1986,12,16,19861216,10
gun_control1.0-9481,0,0,1,denver post,2003,3,9,20030309,5
gun_control1.0-4279,0,0,1,washington post,1996,3,16,19960316,5
gun_control1.0-492,0,0,1,new york times,1990,5,24,19900524,12
gun_control1.0-4275,0,0,1,philadelphia inquirer,1996,3,17,19960317,12
gun_control1.0-4276,0,0,1,washington post,1996,3,17,19960317,4
gun_control1.0-499,0,0,1,st. louis post-dispatch,1990,5,23,19900523,12
gun_control1.0-498,0,0,1,usa today,1990,5,24,19900524,12
gun_control1.0-1517,0,0,1,new york times,1992,5,16,19920516,4
gun_control1.0-5423,0,0,1,new york times,1999,1,26,19990126,4
gun_control1.0-5420,0,0,1,new york times,1999,1,28,19990128,4
gun_control1.0-6683,0,0,1,saint paul pioneer press,2000,1,11,20000111,6
gun_control1.0-5427,0,0,1,st. louis post-dispatch,1999,1,25,19990125,12
gun_control1.0-9102,0,1,0,st. louis post-dispatch,2002,4,6,20020406,7
gun_control1.0-898,0,0,1,st. louis post-dispatch,1989,1,17,19890117,4
gun_control1.0-4111,0,0,1,washington post,1996,6,29,19960629,4
gun_control1.0-4110,0,1,0,san jose mercury news,1996,7,4,19960704,12
gun_control1.0-10014,0,0,1,new york times,2005,12,15,20051215,12
gun_control1.0-9482,0,0,1,st. louis post-dispatch,2003,3,9,20030309,12
gun_control1.0-1452,0,0,1,new york times,1992,7,1,19920701,12
gun_control1.0-4116,0,0,1,san jose mercury news,1996,6,19,19960619,12
gun_control1.0-5853,0,0,1,atlanta journal and constitution,1999,6,13,19990613,10
gun_control1.0-11279,0,0,1,washington post,2012,1,30,20120130,8
gun_control1.0-8085,0,0,1,denver post,2000,10,22,20001022,5
gun_control1.0-8061,0,0,1,st. petersburg times,2000,11,3,20001103,12
gun_control1.0-955,0,0,1,new york times,1991,6,4,19910604,5
gun_control1.0-6682,0,0,1,philadelphia inquirer,2000,1,11,20000111,12
gun_control1.0-11698,0,0,1,usa today,2012,12,24,20121224,7
gun_control1.0-1291,0,0,1,palm beach post,1991,1,4,19910104,12
gun_control1.0-4698,0,0,1,san jose mercury news,1997,2,7,19970207,12
gun_control1.0-1293,0,1,0,new york times,1991,1,3,19910103,12
gun_control1.0-10828,0,0,1,st. petersburg times,2011,5,25,20110525,12
gun_control1.0-381,0,0,1,new york times,1981,2,5,19810205,4
gun_control1.0-5822,0,0,1,st. louis post-dispatch,1999,6,16,19990616,4
gun_control1.0-383,0,0,1,new york times,1981,2,1,19810201,5
gun_control1.0-10535,0,0,1,saint paul pioneer press,2010,3,10,20100310,12
gun_control1.0-384,0,0,1,new york times,1981,1,31,19810131,5
gun_control1.0-3617,0,1,0,new york times,1995,9,9,19950909,4
gun_control1.0-3616,0,0,1,san jose mercury news,1995,9,11,19950911,4
gun_control1.0-3613,0,0,1,washington post,1995,9,16,19950916,13
gun_control1.0-3611,0,0,1,san jose mercury news,1995,9,26,19950926,6
gun_control1.0-12093,0,0,1,philadelphia inquirer,2012,12,7,20121207,7
gun_control1.0-945,0,0,1,washington post,1991,6,13,19910613,4
gun_control1.0-4695,0,0,1,saint paul pioneer press,1997,2,10,19970210,11
gun_control1.0-943,0,0,1,st. louis post-dispatch,1991,6,13,19910613,6
gun_control1.0-729,0,0,1,palm beach post,1989,5,3,19890503,12
gun_control1.0-941,0,0,1,new york times,1991,6,13,19910613,7
gun_control1.0-7458,0,0,1,new york times,2000,7,24,20000724,11
gun_control1.0-2626,0,0,1,st. petersburg times,1993,11,5,19931105,12
gun_control1.0-949,0,0,1,st. louis post-dispatch,1991,6,8,19910608,5
gun_control1.0-10647,0,0,1,san jose mercury news,2011,12,9,20111209,4
gun_control1.0-1962,0,0,1,st. louis post-dispatch,1993,8,31,19930831,6
gun_control1.0-1186,0,0,1,new york times,1991,3,28,19910328,12
gun_control1.0-1966,0,0,1,st. louis post-dispatch,1993,8,23,19930823,5
gun_control1.0-10641,0,0,1,san jose mercury news,2011,12,12,20111212,12
gun_control1.0-1964,0,0,1,st. louis post-dispatch,1993,8,30,19930830,6
gun_control1.0-2062,0,0,1,usa today,1993,5,11,19930511,0
gun_control1.0-1968,0,0,1,palm beach post,1993,8,21,19930821,10
gun_control1.0-1086,0,1,0,usa today,1991,4,29,19910429,12
gun_control1.0-6936,0,0,1,denver post,1999,10,16,19991016,6
gun_control1.0-10220,0,0,1,saint paul pioneer press,2005,3,24,20050324,12
gun_control1.0-11211,0,0,1,washington post,2012,3,17,20120317,4
gun_control1.0-5517,0,1,0,philadelphia inquirer,1998,11,26,19981126,0
gun_control1.0-5514,0,0,1,new york times,1998,11,27,19981127,11
gun_control1.0-5513,0,0,1,atlanta journal and constitution,1998,11,28,19981128,6
gun_control1.0-5510,0,0,1,atlanta journal and constitution,1998,11,29,19981129,7
gun_control1.0-4067,0,0,1,new york times,1996,7,21,19960721,12
gun_control1.0-10276,0,0,1,saint paul pioneer press,2005,1,9,20050109,5
gun_control1.0-10798,0,0,1,new york times,2011,6,28,20110628,12
gun_control1.0-10651,0,0,1,st. petersburg times,2011,12,7,20111207,12
gun_control1.0-10018,0,0,1,saint paul pioneer press,2005,12,12,20051212,5
gun_control1.0-10008,0,0,1,daily news,2005,12,18,20051218,6
gun_control1.0-9633,0,0,1,daily news,2004,9,26,20040926,0
gun_control1.0-7773,0,0,1,st. petersburg times,2000,5,12,20000512,11
gun_control1.0-7774,0,0,1,st. louis post-dispatch,2000,5,12,20000512,3
gun_control1.0-1266,0,0,1,atlanta journal and constitution,1991,1,17,19910117,0
gun_control1.0-7776,0,0,1,washington post,2000,5,12,20000512,5
gun_control1.0-7777,0,1,0,atlanta journal and constitution,2000,5,11,20000511,4
gun_control1.0-7240,0,0,1,atlanta journal and constitution,2000,3,19,20000319,11
gun_control1.0-7578,0,0,1,daily news,2000,6,1,20000601,7
gun_control1.0-5694,0,0,1,atlanta journal and constitution,1999,6,24,19990624,8
gun_control1.0-7576,0,0,1,san jose mercury news,2000,6,3,20000603,2
gun_control1.0-7574,0,0,1,washington post,2000,6,4,20000604,9
gun_control1.0-2055,0,0,1,new york times,1993,5,23,19930523,6
gun_control1.0-7570,0,0,1,daily news,2000,6,4,20000604,9
gun_control1.0-1261,0,1,0,atlanta journal and constitution,1991,1,22,19910122,11
gun_control1.0-11059,0,0,1,new york times,2012,4,20,20120420,12
gun_control1.0-7376,0,0,1,saint paul pioneer press,2000,3,5,20000305,5
gun_control1.0-7371,0,0,1,denver post,2000,3,5,20000305,11
gun_control1.0-7372,0,0,1,new york times,2000,3,5,20000305,12
gun_control1.0-2623,0,0,1,new york times,1993,11,5,19931105,6
gun_control1.0-11274,0,0,1,saint paul pioneer press,2012,2,3,20120203,7
gun_control1.0-7712,0,0,1,st. louis post-dispatch,2000,5,15,20000515,7
gun_control1.0-5607,0,0,1,washington post,1998,10,16,19981016,12
gun_control1.0-428,0,0,1,new york times,1983,7,22,19830722,12
gun_control1.0-5605,0,0,1,new york times,1998,10,16,19981016,12
gun_control1.0-3267,0,0,1,st. louis post-dispatch,1995,1,26,19950126,12
gun_control1.0-839,0,0,1,st. louis post-dispatch,1989,3,9,19890309,6
gun_control1.0-2086,0,0,1,new york times,1993,4,3,19930403,12
gun_control1.0-4338,0,0,1,palm beach post,1996,2,5,19960205,6
gun_control1.0-2328,0,0,1,usa today,1994,1,5,19940105,12
gun_control1.0-830,0,0,1,palm beach post,1989,3,14,19890314,12
gun_control1.0-836,0,0,1,palm beach post,1989,3,9,19890309,12
gun_control1.0-3467,0,0,1,new york times,1994,8,23,19940823,12
gun_control1.0-5035,0,0,1,saint paul pioneer press,1998,5,13,19980513,6
gun_control1.0-7117,0,0,1,denver post,2000,4,5,20000405,7
gun_control1.0-7110,0,0,1,denver post,2000,4,6,20000406,6
gun_control1.0-1902,0,1,0,st. petersburg times,1993,10,7,19931007,13
gun_control1.0-6423,0,0,1,new york times,1999,7,20,19990720,12
gun_control1.0-6353,0,1,0,st. louis post-dispatch,1999,8,5,19990805,12
gun_control1.0-11529,0,0,1,atlanta journal and constitution,2012,7,25,20120725,5
gun_control1.0-1434,0,0,1,st. louis post-dispatch,1992,8,4,19920804,5
gun_control1.0-7004,0,0,1,new york times,2000,4,21,20000421,12
gun_control1.0-4641,0,0,1,atlanta journal and constitution,1997,3,6,19970306,6
gun_control1.0-3599,0,0,1,atlanta journal and constitution,1995,10,23,19951023,4
gun_control1.0-6511,0,0,1,st. petersburg times,1999,7,6,19990706,5
gun_control1.0-4642,0,0,1,daily news,1997,3,6,19970306,12
gun_control1.0-3596,0,0,1,saint paul pioneer press,1995,10,26,19951026,12
gun_control1.0-4649,0,0,1,daily news,1997,3,2,19970302,6
gun_control1.0-2321,0,0,1,philadelphia inquirer,1994,1,5,19940105,0
gun_control1.0-1250,0,0,1,washington post,1991,2,6,19910206,12
gun_control1.0-1909,0,0,1,palm beach post,1993,10,2,19931002,11
gun_control1.0-4859,0,0,1,st. louis post-dispatch,1998,7,29,19980729,12
gun_control1.0-2188,0,0,1,st. louis post-dispatch,1992,12,28,19921228,6
gun_control1.0-2189,0,0,1,new york times,1992,12,23,19921223,6
gun_control1.0-2185,0,0,1,st. louis post-dispatch,1993,1,4,19930104,5
gun_control1.0-2186,0,0,1,new york times,1993,1,2,19930102,6
gun_control1.0-4485,0,0,1,herald-sun,1997,6,30,19970630,7
gun_control1.0-7604,0,0,1,palm beach post,2000,5,26,20000526,11
gun_control1.0-7605,0,0,1,atlanta journal and constitution,2000,5,25,20000525,10
gun_control1.0-7606,0,0,1,atlanta journal and constitution,2000,5,25,20000525,6
gun_control1.0-7608,0,0,1,palm beach post,2000,5,25,20000525,5
gun_control1.0-6735,0,0,1,washington post,1999,12,22,19991222,6
gun_control1.0-6733,0,0,1,daily news,1999,12,22,19991222,8
gun_control1.0-1500,0,0,1,new york times,1992,5,24,19920524,6
gun_control1.0-6731,0,0,1,new york times,1999,12,26,19991226,8
gun_control1.0-975,0,0,1,usa today,1991,5,22,19910522,5
gun_control1.0-11198,0,0,1,daily news,2012,3,22,20120322,11
gun_control1.0-11199,0,0,1,new york times,2012,3,22,20120322,5
gun_control1.0-11193,0,0,1,herald-sun,2012,3,24,20120324,5
gun_control1.0-11194,0,0,1,herald-sun,2012,3,24,20120324,7
gun_control1.0-9756,0,0,1,saint paul pioneer press,2004,7,15,20040715,4
gun_control1.0-11445,0,0,1,san jose mercury news,2012,8,8,20120808,5
gun_control1.0-5036,0,0,1,new york times,1998,5,12,19980512,4
gun_control1.0-9647,0,0,1,philadelphia inquirer,2004,9,17,20040917,4
gun_control1.0-9627,0,0,1,daily news,2004,9,27,20040927,12
