,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti
same-sex_marriage1.0-6063,0,0,washington post,2009,11,4,20091104,1,0,0
same-sex_marriage1.0-6062,0,0,san jose mercury news,2009,11,4,20091104,1,0,0
same-sex_marriage1.0-6065,0,1,saint paul pioneer press,2009,11,3,20091103,0,1,0
same-sex_marriage1.0-6064,0,1,san jose mercury news,2009,11,3,20091103,1,0,0
same-sex_marriage1.0-6067,0,1,new york times,2009,11,2,20091102,1,0,0
same-sex_marriage1.0-6410,0,0,new york times,2010,7,7,20100707,0,0,1
same-sex_marriage1.0-6411,0,1,washington post,2010,7,7,20100707,0,0,1
same-sex_marriage1.0-1381,0,1,san jose mercury news,2004,3,12,20040312,0,0,1
same-sex_marriage1.0-1380,0,1,saint paul pioneer press,2004,3,12,20040312,0,1,0
same-sex_marriage1.0-1383,0,0,st. petersburg times,2004,3,12,20040312,1,0,0
same-sex_marriage1.0-1385,0,1,washington post,2004,3,12,20040312,0,1,0
same-sex_marriage1.0-1384,1,0,st. louis post-dispatch,2004,3,12,20040312,0,1,0
same-sex_marriage1.0-1387,0,0,herald-sun,2004,3,11,20040311,1,0,0
same-sex_marriage1.0-1386,0,1,washington post,2004,3,12,20040312,0,1,0
same-sex_marriage1.0-1389,0,0,new york times,2004,3,11,20040311,0,1,0
same-sex_marriage1.0-1190,0,1,san jose mercury news,2004,3,31,20040331,1,0,0
same-sex_marriage1.0-6416,0,0,denver post,2010,7,2,20100702,0,0,1
same-sex_marriage1.0-6417,1,0,denver post,2010,7,1,20100701,1,0,0
same-sex_marriage1.0-1536,0,1,st. louis post-dispatch,2004,3,4,20040304,0,1,0
same-sex_marriage1.0-7474,0,1,tampa bay times,2012,3,16,20120316,1,0,0
same-sex_marriage1.0-8259,0,0,new york times,2012,5,15,20120515,0,0,1
same-sex_marriage1.0-8558,0,0,tampa bay times,2012,9,16,20120916,0,1,0
same-sex_marriage1.0-8557,0,1,herald-sun,2012,9,16,20120916,0,1,0
same-sex_marriage1.0-8556,0,1,denver post,2012,9,16,20120916,1,0,0
same-sex_marriage1.0-8553,0,0,saint paul pioneer press,2012,9,18,20120918,1,0,0
same-sex_marriage1.0-8552,0,0,daily news,2012,9,18,20120918,1,0,0
same-sex_marriage1.0-8551,0,0,daily news,2012,9,18,20120918,0,0,1
same-sex_marriage1.0-8550,0,1,san jose mercury news,2012,9,19,20120919,1,0,0
same-sex_marriage1.0-5608,0,1,new york times,2008,7,3,20080703,0,1,0
same-sex_marriage1.0-5602,0,0,san jose mercury news,2008,7,8,20080708,1,0,0
same-sex_marriage1.0-5604,0,1,atlanta journal and constitution,2008,7,6,20080706,1,0,0
same-sex_marriage1.0-5605,0,1,washington post,2008,7,6,20080706,1,0,0
same-sex_marriage1.0-8168,0,1,washington post,2012,5,30,20120530,0,0,1
same-sex_marriage1.0-3609,0,0,st. petersburg times,2008,3,27,20080327,0,1,0
same-sex_marriage1.0-8167,0,0,san jose mercury news,2012,5,30,20120530,0,1,0
same-sex_marriage1.0-8164,0,1,san jose mercury news,2012,5,31,20120531,1,0,0
same-sex_marriage1.0-8162,0,0,new york times,2012,5,31,20120531,1,0,0
same-sex_marriage1.0-8163,0,0,san jose mercury news,2012,5,31,20120531,1,0,0
same-sex_marriage1.0-3600,0,1,st. petersburg times,2008,4,10,20080410,0,0,1
same-sex_marriage1.0-5468,0,0,san jose mercury news,2008,10,28,20081028,1,0,0
same-sex_marriage1.0-5469,0,1,new york times,2008,10,27,20081027,0,0,1
same-sex_marriage1.0-5465,0,1,palm beach post,2008,10,28,20081028,0,1,0
same-sex_marriage1.0-5466,0,0,philadelphia inquirer,2008,10,28,20081028,0,0,1
same-sex_marriage1.0-5467,0,1,san jose mercury news,2008,10,28,20081028,1,0,0
same-sex_marriage1.0-5460,0,1,usa today,2008,10,30,20081030,0,0,1
same-sex_marriage1.0-5461,0,0,usa today,2008,10,30,20081030,0,0,1
same-sex_marriage1.0-9389,0,0,palm beach post,1990,10,20,19901020,1,0,0
same-sex_marriage1.0-4807,0,1,new york times,2011,5,27,20110527,0,1,0
same-sex_marriage1.0-4553,0,1,st. louis post-dispatch,2007,2,19,20070219,1,0,0
same-sex_marriage1.0-6627,0,1,philadelphia inquirer,2011,6,30,20110630,1,0,0
same-sex_marriage1.0-4739,0,1,new york times,2011,6,18,20110618,1,0,0
same-sex_marriage1.0-9872,0,0,atlanta journal and constitution,1991,11,6,19911106,0,0,1
same-sex_marriage1.0-4737,0,1,new york times,2011,6,19,20110619,1,0,0
same-sex_marriage1.0-4735,0,1,daily news,2011,6,19,20110619,1,0,0
same-sex_marriage1.0-4734,0,1,washington post,2011,6,20,20110620,1,0,0
same-sex_marriage1.0-4223,0,1,denver post,2006,8,30,20060830,0,0,1
same-sex_marriage1.0-4730,0,0,new york times,2011,6,20,20110620,1,0,0
same-sex_marriage1.0-7123,0,0,usa today,2011,11,18,20111118,0,0,1
same-sex_marriage1.0-7122,0,0,new york times,2011,11,18,20111118,0,0,1
same-sex_marriage1.0-7120,0,0,new york times,2011,11,22,20111122,1,0,0
same-sex_marriage1.0-7127,0,1,san jose mercury news,2011,11,17,20111117,0,0,1
same-sex_marriage1.0-7126,0,1,new york times,2011,11,17,20111117,1,0,0
same-sex_marriage1.0-7124,1,0,washington post,2011,11,18,20111118,0,0,1
same-sex_marriage1.0-2959,0,1,washington post,2005,2,26,20050226,1,0,0
same-sex_marriage1.0-9877,0,0,new york times,1991,10,6,19911006,0,0,1
same-sex_marriage1.0-7129,0,1,san jose mercury news,2011,11,17,20111117,1,0,0
same-sex_marriage1.0-9876,0,1,atlanta journal and constitution,1991,10,6,19911006,0,0,1
same-sex_marriage1.0-4554,0,0,st. louis post-dispatch,2007,2,19,20070219,1,0,0
same-sex_marriage1.0-8831,0,1,washington post,2012,12,2,20121202,1,0,0
same-sex_marriage1.0-4559,0,1,new york times,2007,2,18,20070218,1,0,0
same-sex_marriage1.0-2106,0,0,st. louis post-dispatch,2004,8,11,20040811,1,0,0
same-sex_marriage1.0-10193,1,0,atlanta journal and constitution,1996,5,23,19960523,1,0,0
same-sex_marriage1.0-10192,0,0,atlanta journal and constitution,1996,5,23,19960523,1,0,0
same-sex_marriage1.0-2104,1,0,st. petersburg times,2004,8,12,20040812,1,0,0
same-sex_marriage1.0-10197,0,1,new york times,1996,5,23,19960523,0,0,1
same-sex_marriage1.0-10196,0,0,herald-sun,1996,5,23,19960523,0,0,1
same-sex_marriage1.0-7387,0,1,new york times,2011,7,3,20110703,0,0,1
same-sex_marriage1.0-7386,0,0,new york times,2011,7,3,20110703,0,0,1
same-sex_marriage1.0-7385,0,0,new york times,2011,7,3,20110703,1,0,0
same-sex_marriage1.0-3982,0,0,new york times,2006,12,15,20061215,0,1,0
same-sex_marriage1.0-7383,0,1,new york times,2011,7,4,20110704,0,1,0
same-sex_marriage1.0-7382,0,1,new york times,2011,7,4,20110704,1,0,0
same-sex_marriage1.0-7381,1,0,san jose mercury news,2011,7,5,20110705,1,0,0
same-sex_marriage1.0-7380,0,0,new york times,2011,7,5,20110705,1,0,0
same-sex_marriage1.0-2103,0,1,san jose mercury news,2004,8,12,20040812,0,1,0
same-sex_marriage1.0-3987,0,0,new york times,2006,12,14,20061214,0,1,0
same-sex_marriage1.0-3986,1,0,washington post,2006,12,15,20061215,1,0,0
same-sex_marriage1.0-1972,0,1,st. louis post-dispatch,2004,4,1,20040401,0,0,1
same-sex_marriage1.0-10990,0,0,philadelphia inquirer,2000,1,29,20000129,1,0,0
same-sex_marriage1.0-1970,0,0,st. petersburg times,2004,4,1,20040401,0,0,1
same-sex_marriage1.0-10992,0,0,san jose mercury news,2000,1,28,20000128,1,0,0
same-sex_marriage1.0-10995,0,0,st. louis post-dispatch,2000,1,19,20000119,1,0,0
same-sex_marriage1.0-10994,0,1,denver post,2000,1,19,20000119,1,0,0
same-sex_marriage1.0-10997,0,0,daily news,2000,1,11,20000111,0,0,1
same-sex_marriage1.0-10996,0,0,atlanta journal and constitution,2000,1,13,20000113,0,0,1
same-sex_marriage1.0-10999,0,0,atlanta journal and constitution,2000,1,10,20000110,1,0,0
same-sex_marriage1.0-10998,0,0,philadelphia inquirer,2000,1,11,20000111,0,0,1
same-sex_marriage1.0-1978,0,1,new york times,2004,9,28,20040928,0,0,1
same-sex_marriage1.0-6659,0,1,washington post,2011,6,28,20110628,1,0,0
same-sex_marriage1.0-1608,0,0,atlanta journal and constitution,2004,6,26,20040626,1,0,0
same-sex_marriage1.0-7468,0,0,new york times,2012,3,22,20120322,0,0,1
same-sex_marriage1.0-4226,0,1,denver post,2006,8,16,20060816,0,1,0
same-sex_marriage1.0-7469,1,0,new york times,2012,3,22,20120322,1,0,0
same-sex_marriage1.0-2774,0,0,philadelphia inquirer,2005,7,10,20050710,1,0,0
same-sex_marriage1.0-2777,1,0,st. petersburg times,2005,7,10,20050710,1,0,0
same-sex_marriage1.0-2776,0,0,philadelphia inquirer,2005,7,10,20050710,1,0,0
same-sex_marriage1.0-2772,0,1,san jose mercury news,2005,7,11,20050711,0,1,0
same-sex_marriage1.0-2779,0,1,herald-sun,2005,7,9,20050709,1,0,0
same-sex_marriage1.0-2778,1,0,daily news,2005,7,9,20050709,1,0,0
same-sex_marriage1.0-8762,0,1,st. louis post-dispatch,2012,12,13,20121213,0,0,1
same-sex_marriage1.0-8764,1,0,washington post,2012,12,13,20121213,1,0,0
same-sex_marriage1.0-8766,0,0,atlanta journal and constitution,2012,12,12,20121212,1,0,0
same-sex_marriage1.0-6476,0,1,st. louis post-dispatch,2010,4,4,20100404,1,0,0
same-sex_marriage1.0-6475,0,1,san jose mercury news,2010,4,12,20100412,0,0,1
same-sex_marriage1.0-6472,0,1,new york times,2010,4,27,20100427,1,0,0
same-sex_marriage1.0-6473,0,0,new york times,2010,4,20,20100420,0,1,0
same-sex_marriage1.0-6470,0,1,san jose mercury news,2010,4,28,20100428,0,1,0
same-sex_marriage1.0-6471,0,1,washington post,2010,4,28,20100428,0,1,0
same-sex_marriage1.0-6479,0,0,washington post,2010,3,27,20100327,1,0,0
same-sex_marriage1.0-6388,0,0,san jose mercury news,2010,7,20,20100720,0,1,0
same-sex_marriage1.0-6389,0,0,san jose mercury news,2010,7,18,20100718,1,0,0
same-sex_marriage1.0-6380,0,0,new york times,2010,7,27,20100727,0,0,1
same-sex_marriage1.0-6381,0,0,philadelphia inquirer,2010,7,27,20100727,0,0,1
same-sex_marriage1.0-6382,0,0,saint paul pioneer press,2010,7,27,20100727,0,1,0
same-sex_marriage1.0-6384,0,0,saint paul pioneer press,2010,7,25,20100725,0,0,1
same-sex_marriage1.0-6385,0,1,new york times,2010,7,24,20100724,1,0,0
same-sex_marriage1.0-6386,0,1,san jose mercury news,2010,7,22,20100722,1,0,0
same-sex_marriage1.0-6387,0,0,usa today,2010,7,21,20100721,0,0,1
same-sex_marriage1.0-749,0,1,new york times,2004,2,28,20040228,0,1,0
same-sex_marriage1.0-748,0,0,new york times,2004,2,28,20040228,0,0,1
same-sex_marriage1.0-219,0,1,st. louis post-dispatch,2001,1,29,20010129,0,1,0
same-sex_marriage1.0-218,0,0,san jose mercury news,2001,2,4,20010204,1,0,0
same-sex_marriage1.0-743,0,1,atlanta journal and constitution,2004,2,28,20040228,1,0,0
same-sex_marriage1.0-742,0,0,atlanta journal and constitution,2004,2,28,20040228,0,0,1
same-sex_marriage1.0-741,0,0,washington post,2004,2,29,20040229,0,0,1
same-sex_marriage1.0-740,0,1,washington post,2004,2,29,20040229,1,0,0
same-sex_marriage1.0-746,0,0,daily news,2004,2,28,20040228,1,0,0
same-sex_marriage1.0-744,0,0,atlanta journal and constitution,2004,2,28,20040228,0,1,0
same-sex_marriage1.0-8498,0,0,new york times,2012,5,8,20120508,0,1,0
same-sex_marriage1.0-8499,0,0,new york times,2012,5,8,20120508,1,0,0
same-sex_marriage1.0-8496,0,0,new york times,2012,5,8,20120508,0,1,0
same-sex_marriage1.0-8497,0,1,new york times,2012,5,8,20120508,1,0,0
same-sex_marriage1.0-8494,0,0,denver post,2012,5,8,20120508,0,1,0
same-sex_marriage1.0-8495,0,0,denver post,2012,5,8,20120508,0,0,1
same-sex_marriage1.0-8492,0,1,daily news,2012,5,8,20120508,1,0,0
same-sex_marriage1.0-8493,0,1,daily news,2012,5,8,20120508,0,1,0
same-sex_marriage1.0-8491,0,1,washington post,2012,5,9,20120509,0,1,0
same-sex_marriage1.0-9019,0,0,saint paul pioneer press,2012,10,7,20121007,0,0,1
same-sex_marriage1.0-9015,1,0,daily news,2012,10,9,20121009,1,0,0
same-sex_marriage1.0-7614,0,1,tampa bay times,2012,2,9,20120209,1,0,0
same-sex_marriage1.0-9171,0,1,washington post,2012,11,12,20121112,1,0,0
same-sex_marriage1.0-9179,0,1,washington post,2012,11,10,20121110,1,0,0
same-sex_marriage1.0-6375,0,1,saint paul pioneer press,2010,8,3,20100803,1,0,0
same-sex_marriage1.0-5815,0,0,daily news,2009,4,16,20090416,0,0,1
same-sex_marriage1.0-5814,0,0,st. petersburg times,2009,4,17,20090417,1,0,0
same-sex_marriage1.0-5817,0,1,new york times,2009,4,16,20090416,0,1,0
same-sex_marriage1.0-5816,0,0,daily news,2009,4,16,20090416,1,0,0
same-sex_marriage1.0-5811,0,1,new york times,2009,4,17,20090417,1,0,0
same-sex_marriage1.0-5810,0,0,daily news,2009,4,17,20090417,1,0,0
same-sex_marriage1.0-5813,0,1,saint paul pioneer press,2009,4,17,20090417,1,0,0
same-sex_marriage1.0-5812,0,1,new york times,2009,4,17,20090417,1,0,0
same-sex_marriage1.0-5819,0,0,new york times,2009,4,15,20090415,1,0,0
same-sex_marriage1.0-5818,0,0,daily news,2009,4,15,20090415,1,0,0
same-sex_marriage1.0-6374,0,1,saint paul pioneer press,2010,8,4,20100804,0,0,1
same-sex_marriage1.0-800,0,1,new york times,2004,2,26,20040226,0,0,1
same-sex_marriage1.0-801,0,1,new york times,2004,2,26,20040226,0,0,1
same-sex_marriage1.0-802,0,0,new york times,2004,2,26,20040226,1,0,0
same-sex_marriage1.0-10209,0,1,washington post,1996,5,21,19960521,1,0,0
same-sex_marriage1.0-10201,1,0,san jose mercury news,1996,5,23,19960523,0,0,1
same-sex_marriage1.0-376,0,1,daily news,2003,11,14,20031114,0,1,0
same-sex_marriage1.0-10202,0,0,st. louis post-dispatch,1996,5,23,19960523,1,0,0
same-sex_marriage1.0-10205,0,1,washington post,1996,5,23,19960523,0,1,0
same-sex_marriage1.0-10207,0,0,san jose mercury news,1996,5,21,19960521,1,0,0
same-sex_marriage1.0-805,0,0,philadelphia inquirer,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-806,1,0,san jose mercury news,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-807,0,0,san jose mercury news,2004,2,26,20040226,0,1,0
same-sex_marriage1.0-8955,0,0,saint paul pioneer press,2012,10,26,20121026,1,0,0
same-sex_marriage1.0-10344,0,1,st. louis post-dispatch,1996,2,2,19960202,0,0,1
same-sex_marriage1.0-10345,0,1,washington post,1996,2,2,19960202,0,0,1
same-sex_marriage1.0-10346,0,0,san jose mercury news,1996,1,30,19960130,1,0,0
same-sex_marriage1.0-10347,0,0,washington post,1996,1,30,19960130,1,0,0
same-sex_marriage1.0-10340,0,0,washington post,1996,2,11,19960211,0,0,1
same-sex_marriage1.0-10341,0,0,denver post,1996,2,4,19960204,0,0,1
same-sex_marriage1.0-10342,0,0,washington post,1996,2,4,19960204,1,0,0
same-sex_marriage1.0-10343,0,0,denver post,1996,2,3,19960203,1,0,0
same-sex_marriage1.0-10348,0,0,san jose mercury news,1996,1,29,19960129,1,0,0
same-sex_marriage1.0-10349,0,0,st. louis post-dispatch,1996,1,29,19960129,1,0,0
same-sex_marriage1.0-6111,0,0,saint paul pioneer press,2009,9,20,20090920,0,0,1
same-sex_marriage1.0-6112,0,0,washington post,2009,9,20,20090920,0,1,0
same-sex_marriage1.0-6115,1,0,st. petersburg times,2009,9,13,20090913,1,0,0
same-sex_marriage1.0-6114,0,0,new york times,2009,9,13,20090913,0,1,0
same-sex_marriage1.0-6117,0,0,washington post,2009,9,13,20090913,1,0,0
same-sex_marriage1.0-3419,0,1,new york times,2008,6,18,20080618,0,1,0
same-sex_marriage1.0-3148,0,1,st. petersburg times,2006,6,6,20060606,0,0,1
same-sex_marriage1.0-3145,0,1,san jose mercury news,2006,6,6,20060606,0,0,1
same-sex_marriage1.0-3411,0,1,saint paul pioneer press,2008,6,21,20080621,1,0,0
same-sex_marriage1.0-3146,0,0,st. louis post-dispatch,2006,6,6,20060606,0,0,1
same-sex_marriage1.0-3140,0,0,denver post,2006,6,6,20060606,0,0,1
same-sex_marriage1.0-3143,0,1,palm beach post,2006,6,6,20060606,1,0,0
same-sex_marriage1.0-3142,0,1,new york times,2006,6,6,20060606,0,0,1
same-sex_marriage1.0-6652,0,0,new york times,2011,6,28,20110628,1,0,0
same-sex_marriage1.0-9481,0,1,usa today,1990,7,2,19900702,1,0,0
same-sex_marriage1.0-3792,0,1,san jose mercury news,2008,10,31,20081031,1,0,0
same-sex_marriage1.0-917,0,1,washington post,2004,2,21,20040221,1,0,0
same-sex_marriage1.0-10839,1,0,st. louis post-dispatch,2000,4,27,20000427,1,0,0
same-sex_marriage1.0-913,0,1,saint paul pioneer press,2004,2,21,20040221,1,0,0
same-sex_marriage1.0-910,0,1,new york times,2004,2,21,20040221,0,1,0
same-sex_marriage1.0-911,0,1,palm beach post,2004,2,21,20040221,1,0,0
same-sex_marriage1.0-10832,0,1,daily news,2000,4,27,20000427,1,0,0
same-sex_marriage1.0-10830,0,1,new york times,2000,4,28,20000428,1,0,0
same-sex_marriage1.0-10831,0,1,st. louis post-dispatch,2000,4,28,20000428,1,0,0
same-sex_marriage1.0-919,0,0,denver post,2004,2,20,20040220,0,0,1
same-sex_marriage1.0-7248,0,0,washington post,2011,7,29,20110729,1,0,0
same-sex_marriage1.0-2548,0,0,new york times,2004,10,7,20041007,1,0,0
same-sex_marriage1.0-2549,0,1,philadelphia inquirer,2004,10,7,20041007,0,0,1
same-sex_marriage1.0-7242,0,0,new york times,2011,7,30,20110730,1,0,0
same-sex_marriage1.0-7240,0,0,daily news,2011,7,31,20110731,0,1,0
same-sex_marriage1.0-7241,0,1,denver post,2011,7,30,20110730,0,0,1
same-sex_marriage1.0-2542,0,1,saint paul pioneer press,2004,10,9,20041009,0,1,0
same-sex_marriage1.0-7711,0,0,st. louis post-dispatch,2012,1,10,20120110,0,0,1
same-sex_marriage1.0-7245,1,0,saint paul pioneer press,2011,7,29,20110729,1,0,0
same-sex_marriage1.0-11128,0,0,new york times,1999,3,28,19990328,0,0,1
same-sex_marriage1.0-11127,0,0,san jose mercury news,1999,4,21,19990421,1,0,0
same-sex_marriage1.0-11125,0,0,san jose mercury news,1999,5,28,19990528,1,0,0
same-sex_marriage1.0-11124,0,1,denver post,1999,5,29,19990529,1,0,0
same-sex_marriage1.0-11122,0,1,herald-sun,1999,6,5,19990605,1,0,0
same-sex_marriage1.0-11121,0,0,denver post,1999,6,5,19990605,1,0,0
same-sex_marriage1.0-11120,0,0,new york times,1999,6,9,19990609,0,1,0
same-sex_marriage1.0-8605,0,1,new york times,2012,8,21,20120821,1,0,0
same-sex_marriage1.0-1013,0,0,washington post,2004,2,14,20040214,1,0,0
same-sex_marriage1.0-8604,0,1,new york times,2012,8,21,20120821,1,0,0
same-sex_marriage1.0-1015,0,0,washington post,2004,2,14,20040214,0,1,0
same-sex_marriage1.0-1014,0,1,washington post,2004,2,14,20040214,0,0,1
same-sex_marriage1.0-6049,0,0,atlanta journal and constitution,2009,11,8,20091108,0,1,0
same-sex_marriage1.0-6048,0,0,new york times,2009,11,9,20091109,0,1,0
same-sex_marriage1.0-6047,0,0,washington post,2009,11,10,20091110,1,0,0
same-sex_marriage1.0-6046,1,0,washington post,2009,11,10,20091110,0,0,1
same-sex_marriage1.0-6045,0,0,new york times,2009,11,10,20091110,0,0,1
same-sex_marriage1.0-6044,0,0,washington post,2009,11,11,20091111,1,0,0
same-sex_marriage1.0-6043,0,0,new york times,2009,11,11,20091111,0,1,0
same-sex_marriage1.0-6042,0,0,washington post,2009,11,12,20091112,0,0,1
same-sex_marriage1.0-6041,0,1,washington post,2009,11,12,20091112,0,0,1
same-sex_marriage1.0-6040,0,1,washington post,2009,11,12,20091112,1,0,0
same-sex_marriage1.0-8601,0,1,washington post,2012,8,23,20120823,1,0,0
same-sex_marriage1.0-5044,0,1,palm beach post,2011,1,24,20110124,1,0,0
same-sex_marriage1.0-9735,0,0,new york times,1994,6,24,19940624,0,0,1
same-sex_marriage1.0-6378,0,1,saint paul pioneer press,2010,7,28,20100728,1,0,0
same-sex_marriage1.0-9974,0,1,palm beach post,1996,10,5,19961005,1,0,0
same-sex_marriage1.0-7716,0,0,denver post,2012,1,6,20120106,1,0,0
same-sex_marriage1.0-6339,0,1,new york times,2010,8,6,20100806,1,0,0
same-sex_marriage1.0-9975,0,1,denver post,1996,10,1,19961001,0,1,0
same-sex_marriage1.0-7717,0,0,new york times,2012,1,6,20120106,1,0,0
same-sex_marriage1.0-6331,0,1,palm beach post,2010,8,8,20100808,0,0,1
same-sex_marriage1.0-1102,1,0,st. louis post-dispatch,2004,2,6,20040206,0,1,0
same-sex_marriage1.0-1453,0,1,daily news,2004,3,7,20040307,0,1,0
same-sex_marriage1.0-1452,0,1,atlanta journal and constitution,2004,3,7,20040307,0,1,0
same-sex_marriage1.0-1107,0,0,daily news,2004,2,5,20040205,1,0,0
same-sex_marriage1.0-1106,0,0,atlanta journal and constitution,2004,2,5,20040205,0,1,0
same-sex_marriage1.0-8535,0,1,new york times,2012,9,26,20120926,1,0,0
same-sex_marriage1.0-8534,0,0,st. louis post-dispatch,2012,9,27,20120927,1,0,0
same-sex_marriage1.0-8536,0,0,washington post,2012,9,26,20120926,1,0,0
same-sex_marriage1.0-8531,0,0,atlanta journal and constitution,2012,9,27,20120927,1,0,0
same-sex_marriage1.0-8530,0,0,new york times,2012,9,28,20120928,0,0,1
same-sex_marriage1.0-8533,0,0,new york times,2012,9,27,20120927,1,0,0
same-sex_marriage1.0-8532,0,0,herald-sun,2012,9,27,20120927,1,0,0
same-sex_marriage1.0-6336,0,0,san jose mercury news,2010,8,7,20100807,1,0,0
same-sex_marriage1.0-8539,0,1,new york times,2012,9,25,20120925,0,1,0
same-sex_marriage1.0-1855,0,0,washington post,2004,5,5,20040505,0,1,0
same-sex_marriage1.0-1586,0,1,new york times,2004,3,1,20040301,0,1,0
same-sex_marriage1.0-1585,0,1,new york times,2004,3,1,20040301,0,1,0
same-sex_marriage1.0-1584,0,0,new york times,2004,3,1,20040301,0,1,0
same-sex_marriage1.0-1583,0,0,denver post,2004,3,1,20040301,0,0,1
same-sex_marriage1.0-8815,0,0,new york times,2012,12,7,20121207,1,0,0
same-sex_marriage1.0-1582,0,0,denver post,2004,3,1,20040301,0,0,1
same-sex_marriage1.0-1581,0,0,daily news,2004,3,1,20040301,1,0,0
same-sex_marriage1.0-1580,1,0,atlanta journal and constitution,2004,3,1,20040301,0,1,0
same-sex_marriage1.0-6277,0,1,new york times,2010,8,26,20100826,1,0,0
same-sex_marriage1.0-5668,0,0,daily news,2009,6,2,20090602,1,0,0
same-sex_marriage1.0-5666,0,0,saint paul pioneer press,2009,6,3,20090603,1,0,0
same-sex_marriage1.0-5667,0,0,washington post,2009,6,3,20090603,1,0,0
same-sex_marriage1.0-5664,0,0,usa today,2009,6,4,20090604,1,0,0
same-sex_marriage1.0-5665,0,1,atlanta journal and constitution,2009,6,3,20090603,0,1,0
same-sex_marriage1.0-5660,0,1,new york times,2009,6,4,20090604,1,0,0
same-sex_marriage1.0-5661,0,0,philadelphia inquirer,2009,6,4,20090604,0,1,0
same-sex_marriage1.0-8144,0,1,washington post,2012,6,3,20120603,1,0,0
