,Irrelevant,Test,Train,Source,Year,Month,Day,FullDate,Pro,Neutral,Anti,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14
same-sex_marriage1.0-7515,0,0,1,washington post,2012,2,24,20120224,0.57303622,0.263822315,0.163141465,0.001239173,0.000596983,0.003587316,0.002590574,7.60E-05,0.025950707,0.006457661,0.000504552,0.001098257,0.000101874,0.001060991,0.119259552,0.830151711,0.007324655,0,0.032696925,0.004389199,0.581230249,0.039347607,0.287885851,0.323019012,0.003390242,2.15E-05,0.00769171,0.048050278,0.105667634,0.82390383,0.999048636,0.031991296,0.113583877
same-sex_marriage1.0-7517,0,0,0,new york times,2012,2,23,20120223,0.682110091,0.281162231,0.036727677,0.00171814,0.000742969,0.000450813,0.00647881,0.956163619,0.003323722,0.002164689,0.000609167,0.001971389,0.008926243,0.002859044,0.001227839,0.003689117,0.009674439,0,0.344003715,0.009320223,0.138775885,0.486332984,0.998329728,0.45528804,0.01746235,4.38E-05,0.600293556,0.24786942,0.044166556,0.257640703,0.54310047,0.059491362,0.171624586
same-sex_marriage1.0-7519,0,0,0,saint paul pioneer press,2012,2,23,20120223,0.735837337,0.148029709,0.116132954,0.001645845,0.000681437,0.003600387,0.014807827,0.898399598,0.004652104,0.002313344,0.000734757,0.000966861,0.002944641,0.003748585,0.000123641,0.057797964,0.007583011,0,0.045450948,0.010057658,0.092475738,0.310329431,0.974870075,0.347809545,0.114930285,0.000372554,0.061125337,0.112995921,0.055553416,0.139117167,0.970300222,0.020005229,0.0998253
same-sex_marriage1.0-7521,0,0,1,san jose mercury news,2012,2,22,20120222,0.792873906,0.17325055,0.033875544,0.003736763,0.000671762,0.002639767,0.013674202,0.89806731,0.002361987,0.002269983,0.000550783,0.004006903,0.063991893,0.001284837,0.000310562,0.001070382,0.005362866,0,0.044230041,0.020492882,0.048165259,0.444384833,0.998920441,0.409511229,0.018684996,0.000193889,0.548021308,0.534942389,0.044747068,0.067634588,0.532636302,0.011699616,0.130325514
same-sex_marriage1.0-7522,0,0,1,washington post,2012,2,22,20120222,0.499871507,0.314681914,0.18544658,0.000580989,0.000791241,0.011248177,0.002484248,0.001428482,0.014142088,0.004271931,0.002785617,0.004288092,0.001828556,0.004256162,0.039396824,0.908092618,0.004404973,0,0.02361079,0.002545242,0.39859977,0.123644256,0.485719255,0.413614933,0.00793642,0.013460253,0.021922521,0.071109148,0.03288491,0.513331939,0.984607001,0.010414955,0.112508524
same-sex_marriage1.0-7525,0,0,0,new york times,2012,2,21,20120221,0.588816723,0.303372528,0.107810749,0.000876699,0.000781697,0.000431769,0.008198691,0.959258098,0.001163236,0.001610626,0.000582892,0.000352181,0.001314768,0.005010398,0.000233273,0.019456081,0.000729592,0,0.037150374,0.007156356,0.020044867,0.216701799,0.996782917,0.373922958,0.010038158,2.57E-05,0.015072241,0.117913322,0.032137885,0.657169967,0.141619294,0.020805327,0.147345323
same-sex_marriage1.0-753,0,0,0,philadelphia inquirer,2004,2,28,20040228,0.187804807,0.235466249,0.576728944,0.004794395,0.000803482,0.00383161,0.000441022,0.005582421,0.003008631,0.000949141,0.000581232,0.002676119,0.003896418,0.00877357,0.00271632,0.955198218,0.006747422,0,0.018602285,0.007232859,0.404915363,0.299613938,0.744652621,0.375227217,0.013124612,0.000339304,0.004868762,0.071879542,0.251071419,0.610441128,0.99820526,0.032465667,0.141016326
same-sex_marriage1.0-7532,0,0,0,atlanta journal and constitution,2012,2,19,20120219,0.634461205,0.171530203,0.194008592,0.054584623,0.000648993,0.006612538,0.000880511,0.053135314,0.026424469,0.002426627,0.000548509,0.001100896,0.003472201,0.00719012,0.002005944,0.840436842,0.000532413,0,0.46553303,0.006731776,0.228189613,0.12386443,0.710976237,0.425178947,0.025087331,0.000223017,0.019687396,0.043024361,0.097400757,0.316356035,0.99354803,0.006116614,0.217903694
same-sex_marriage1.0-7538,0,0,1,washington post,2012,2,19,20120219,0.455217832,0.315004445,0.229777723,0.000912474,0.000654906,0.000496942,0.001737544,0.00012782,0.061360547,0.003043498,0.000553506,0.000897325,0.000321759,0.004573212,0.014981713,0.905526078,0.004812675,0,0.041856588,0.002860944,0.196507507,0.08091834,0.185437584,0.384221208,0.009193509,0.00016523,0.009045716,0.105695646,0.045099606,0.258016523,0.998577654,0.01847341,0.122749221
same-sex_marriage1.0-7539,0,0,1,washington post,2012,2,19,20120219,0.620531391,0.233990976,0.145477633,0.003479219,0.004526965,0.003103152,0.000885476,0.000659706,0.018810899,0.002488442,0.00058594,0.003592576,0.008659297,0.004958368,0.003992737,0.943002788,0.001254437,0,0.385903849,0.003980082,0.097648953,0.037398658,0.086746137,0.477305448,0.016483888,0.000901837,0.011607727,0.075771122,0.045904411,0.609738732,0.992574304,0.00698047,0.066840641
same-sex_marriage1.0-7543,0,0,1,daily news,2012,2,18,20120218,0.721852162,0.177921211,0.100226627,0.015506097,0.000847456,0.00220561,0.036601217,0.005339637,0.011605009,0.005147279,0.001195631,0.006522925,0.040551226,0.010299957,0.050546766,0.810751894,0.002879297,0,0.034707278,0.007577613,0.057514939,0.294785877,0.728335434,0.356457876,0.01337639,0.000770868,0.014917107,0.189541517,0.254618235,0.655015405,0.968478048,0.009309213,0.152903409
same-sex_marriage1.0-7548,0,0,1,new york times,2012,2,18,20120218,0.602683586,0.262939919,0.134376494,0.000591542,0.000721724,0.007715311,0.009006821,0.000229612,0.00282216,0.001443796,0.000591748,0.000770738,0.002401307,0.011657227,0.01320212,0.943328732,0.005517161,0,0.034590917,0.003797461,0.442445517,0.586543693,0.324644633,0.377007548,0.006980437,0.000671175,0.016300263,0.09206044,0.06331355,0.498610016,0.997709669,0.015985787,0.114488798
same-sex_marriage1.0-7549,0,0,1,new york times,2012,2,18,20120218,0.73054626,0.149817529,0.119636211,0.003516293,0.000924743,0.000867277,0.004854959,0.008036527,0.229515069,0.003019787,0.000758205,0.00030888,0.001698748,0.003776405,0.033573534,0.699222986,0.009926589,0,0.164049557,0.003374026,0.155024382,0.474211637,0.350908343,0.479801704,0.010953302,0.001319297,0.005597946,0.088903558,0.052973038,0.364178628,0.977840993,0.011254549,0.052693295
same-sex_marriage1.0-755,0,0,1,philadelphia inquirer,2004,2,28,20040228,0.445691626,0.240905698,0.313402676,0.002380375,0.001016413,0.000884156,0.042135224,0.004243524,0.006097658,0.031285842,0.000513194,0.000612486,0.00280546,0.004015586,0.091987635,0.809744672,0.002277775,0,0.020420791,0.007850451,0.142274706,0.427614274,0.430723877,0.438458448,0.011259306,2.52E-05,0.005004937,0.097716744,0.18545451,0.776483931,0.966699526,0.009508153,0.103924521
same-sex_marriage1.0-7552,0,0,1,washington post,2012,2,18,20120218,0.642342316,0.216261131,0.141396553,0.001803062,0.000630579,0.864934582,0.07605946,0.002819555,0.004037261,0.003852042,0.000532946,0.000767539,0.009573906,0.016426669,0.014667653,0.000946378,0.002948369,0,0.025407619,0.005923601,0.988163801,0.239381656,0.07617152,0.430844434,0.076174141,0.001445544,0.006240824,0.114342064,0.177565663,0.435285105,0.439457742,0.021843481,0.309608675
same-sex_marriage1.0-7558,0,0,0,denver post,2012,2,17,20120217,0.508784808,0.286230819,0.204984373,0.001325445,0.000961818,0.007297933,0.001520192,0.001439245,0.001910619,0.075846751,0.000500583,0.004087494,0.002006961,0.011023525,0.102256507,0.788569179,0.001253749,0,0.399869295,0.005002049,0.323111335,0.212249794,0.204163963,0.344622105,0.019958054,0.000130296,0.004750641,0.05523466,0.1170027,0.347847506,0.967280551,0.055706778,0.097300077
same-sex_marriage1.0-7559,0,0,0,new york times,2012,2,17,20120217,0.773028416,0.137121534,0.08985005,0.001349141,0.00112198,0.000375849,0.004140696,0.002174139,0.008288005,0.000742491,0.00058394,0.004366357,0.007532858,0.001875007,0.005242028,0.960759215,0.001448293,0,0.049696359,0.003583216,0.07156061,0.58201634,0.640945649,0.415118714,0.018635326,0.00100527,0.003794463,0.1175586,0.325142844,0.687938942,0.998362956,0.012009807,0.070982166
same-sex_marriage1.0-756,0,0,1,saint paul pioneer press,2004,2,28,20040228,0.105986787,0.304256464,0.589756749,0.003723643,0.000880102,0.017741193,0.00291936,0.006383475,0.015234804,0.003840795,0.000636658,0.00202633,0.001363881,0.005299145,0.854455513,0.084450335,0.001044765,0,0.032590394,0.007543068,0.114197314,0.078986763,0.399187344,0.376480557,0.008984437,3.45E-05,0.002683178,0.018425255,0.133484118,0.987985257,0.820867744,0.016780942,0.08311391
same-sex_marriage1.0-7560,0,0,0,new york times,2012,2,17,20120217,0.726861693,0.137269022,0.135869285,0.000441511,0.00056807,0.000834313,0.014203748,0.000482121,0.041852152,0.000822249,0.000465766,0.001670638,0.001310947,0.019466065,0.172881122,0.743622657,0.001378642,0,0.0491792,0.005605313,0.26610654,0.737122231,0.166943608,0.386805728,0.006649078,7.53E-05,0.007501528,0.348408655,0.232655822,0.583338304,0.996261119,0.008502604,0.097674976
same-sex_marriage1.0-7561,0,0,0,philadelphia inquirer,2012,2,17,20120217,0.666375328,0.22691979,0.106704882,0.000331986,0.000676688,0.004972256,0.003967024,0.005910491,0.037083541,0.000506372,0.000571915,0.001266264,0.000554423,0.002040106,0.004791123,0.935208998,0.00211881,0,0.042736984,0.003264467,0.141625665,0.169413885,0.267554246,0.48058822,0.012569715,5.18E-05,0.004292358,0.066464207,0.028575116,0.504911591,0.998846402,0.019044144,0.063522672
same-sex_marriage1.0-757,0,0,1,saint paul pioneer press,2004,2,28,20040228,0.345733025,0.341167411,0.313099564,0.000711417,0.000580278,0.001818557,0.000126324,0.801678011,0.001444689,0.000317698,0.000490433,0.001320646,0.002053352,0.040399036,0.010225867,0.135190088,0.003643606,0,0.021617608,0.020856599,0.14319371,0.093213144,0.998351427,0.377007548,0.016164584,8.61E-05,0.008692316,0.197855659,0.177225626,0.548061924,0.959301737,0.032150316,0.118304986
same-sex_marriage1.0-7574,0,0,0,saint paul pioneer press,2012,2,16,20120216,0.751466254,0.14436032,0.104173426,0.100724039,0.000761937,0.006865055,0.004158045,0.003766003,0.005331464,0.002859123,0.000568158,0.000882595,0.000488413,0.014984494,0.001004913,0.856571692,0.001034069,0,0.623785757,0.005539475,0.205174658,0.241280095,0.546884579,0.346338822,0.025504628,2.21E-05,0.009320915,0.054035717,0.173702015,0.280367306,0.993658597,0.016380827,0.074454383
same-sex_marriage1.0-7575,0,0,0,new york times,2012,2,15,20120215,0.435036696,0.333331582,0.231631722,0.12368813,0.002447317,0.042407596,0.000753637,0.047270642,0.013240155,0.020786628,0.001777937,0.014756706,0.006801181,0.006602751,0.669888697,0.030050379,0.019528243,0,0.361963685,0.012174105,0.686708045,0.117594637,0.550614502,0.474028618,0.012913661,0.000393774,0.122390237,0.121200973,0.093981555,0.681442605,0.938707199,0.007597345,0.123025131
same-sex_marriage1.0-7579,0,0,1,washington post,2012,2,15,20120215,0.458781296,0.349683829,0.191534874,0.027743133,0.001010957,0.00477627,0.014843895,0.001111661,0.298349152,0.008576046,0.000852136,0.004725852,0.032528534,0.00688566,0.042515606,0.542686832,0.013394268,0,0.024896714,0.004915853,0.144166717,0.126618378,0.097370091,0.427621709,0.012378419,0.000322504,0.00477439,0.044916272,0.202680075,0.232138669,0.911961321,0.010940681,0.251775364
same-sex_marriage1.0-758,0,0,0,san jose mercury news,2004,2,28,20040228,0.340117458,0.409262456,0.250620086,0.004820373,0.001086138,0.004303437,0.000257892,0.916452101,0.002288812,0.002265427,0.000565286,0.000346136,0.000553991,0.001929687,0.006344508,0.056583343,0.00220287,0,0.014646592,0.028729762,0.014884076,0.034235791,0.99509389,0.406115461,0.028585338,3.02E-06,0.009844571,0.237419892,0.095938311,0.243825923,0.340018018,0.040448916,0.076543958
same-sex_marriage1.0-7583,0,0,0,new york times,2012,2,14,20120214,0.484749363,0.301796874,0.213453762,0.003255657,0.014818699,0.114573336,0.00545063,0.263631315,0.009689872,0.030582877,0.000553277,0.058186453,0.009714394,0.032195933,0.055341609,0.394163525,0.007842424,0,0.070461663,0.005673003,0.236553007,0.24020745,0.567898879,0.355500266,0.018337562,0.0005647,0.027418523,0.183169961,0.144341258,0.439600769,0.820355012,0.042141576,0.11584908
same-sex_marriage1.0-7585,0,0,0,new york times,2012,2,14,20120214,0.727485749,0.150715004,0.121799247,0.00932267,0.002047835,0.015337116,0.06528938,0.001707486,0.007887434,0.001385799,0.000680384,0.001731381,0.567158899,0.124665779,0.017855166,0.181584234,0.003346437,0,0.470441992,0.012866971,0.471141624,0.260018692,0.147675356,0.350005966,0.006075897,0.000134467,0.019980291,0.521075502,0.331913688,0.147469327,0.827449029,0.039085278,0.205824127
same-sex_marriage1.0-7586,0,0,1,philadelphia inquirer,2012,2,14,20120214,0.645425318,0.245613612,0.10896107,0.003677699,0.00066711,0.000443524,0.021747374,0.001066712,0.000877483,0.002838126,0.000563821,0.00131325,0.020412044,0.000604436,0.010096593,0.926972495,0.008719333,0,0.052739331,0.003606743,0.039784847,0.296106104,0.181326643,0.377007548,0.009781039,9.69E-05,0.008815901,0.115210928,0.163124885,0.514817043,0.993561684,0.017323281,0.122972826
same-sex_marriage1.0-7589,0,0,1,washington post,2012,2,14,20120214,0.712833656,0.185206267,0.101960076,0.001908879,0.001273778,0.020704018,0.002520909,9.58E-05,0.004047718,0.001242464,0.000643139,0.002093353,0.02964777,0.492511745,0.22693721,0.21555716,0.000816076,0,0.074516385,0.006865096,0.557619355,0.071203613,0.09013164,0.42578367,0.017587875,0.000259733,0.008078128,0.069959536,0.531159185,0.922605028,0.505337892,0.017717997,0.1084582
same-sex_marriage1.0-759,0,0,1,st. louis post-dispatch,2004,2,28,20040228,0.212141066,0.250795077,0.537063856,0.010797657,0.000702168,0.010945023,0.014493509,0.001772925,0.027669501,0.004099526,0.000575714,0.001103795,0.002431684,7.26E-05,0.001217959,0.922888833,0.0012291,0,0.018422547,0.011543619,0.968468754,0.157318958,0.953138231,0.359481116,0.02791759,2.70E-05,0.132378301,0.162242264,0.244578483,0.621776625,0.986928838,0.028211495,0.090947843
same-sex_marriage1.0-7592,0,0,1,washington post,2012,2,14,20120214,0.609864572,0.26953299,0.120602438,0.000714409,0.000818397,0.01210807,0.002801576,0.010098999,0.037273644,0.003752039,0.000610259,0.003423359,0.00139859,0.000584573,0.007016329,0.900456306,0.01894345,0,0.025190791,0.005402279,0.209425482,0.0459556,0.459451256,0.473469078,0.023593364,4.43E-05,0.007704512,0.060460691,0.067902304,0.246721929,0.971937825,0.020448003,0.095380904
same-sex_marriage1.0-7593,0,0,1,new york times,2012,2,13,20120213,0.778933965,0.163687322,0.057378713,0.002956062,0.000726841,0.000154827,0.066795314,0.028250957,0.015498445,0.005193345,0.000541987,0.000582815,0.000664836,0.000788878,0.004064981,0.869567604,0.004213106,0,0.033788553,0.004974683,0.102035387,0.983102337,0.771610455,0.411928483,0.005439163,0.001696979,0.003351653,0.271906064,0.055396896,0.576124774,0.995410031,0.012733177,0.16733247
same-sex_marriage1.0-76,0,0,0,san jose mercury news,2002,3,28,20020328,0.691005633,0.146820578,0.162173789,0.049078153,0.005125951,0.035649795,0.170068233,0.13603045,0.348251004,0.00085991,0.001929896,0.000623298,0.007456868,0.039605761,0.03512634,0.131573745,0.038620596,0,0.093288079,0.010229518,0.039611043,0.626811763,0.778100841,0.50406784,0.022085327,0.000803709,0.002711758,0.641983887,0.643891561,0.519503881,0.734155444,0.055926244,0.114004581
same-sex_marriage1.0-7603,0,1,0,washington post,2012,2,11,20120211,0.822890381,0.139073332,0.038036286,0.006596495,0.000559023,0.002729374,0.582959274,0.074447272,0.006516117,0.001344736,0.000458348,0.002109716,0.00356545,0.304652452,0.006641534,0.005697814,0.001722394,0,0.092618998,0.009594222,0.1107247,0.977129783,0.81610746,0.408771297,0.01753398,0.001077914,0.055711302,0.387554071,0.5351298,0.759914312,0.212348336,0.017461111,0.250119816
same-sex_marriage1.0-7606,0,0,0,new york times,2012,2,10,20120210,0.544727555,0.241843001,0.213429443,0.00254976,0.000643976,0.008513206,0.018396014,0.002163113,0.188722494,0.002061366,0.000631497,0.00152589,0.001712014,0.001532385,0.004055625,0.762228039,0.005264622,0,0.038258344,0.005042429,0.070408845,0.557141525,0.867945894,0.457766029,0.00167198,7.78E-05,0.031656565,0.071458913,0.089426249,0.6739777,0.991084209,0.012461449,0.08323417
same-sex_marriage1.0-7607,0,0,1,denver post,2012,2,9,20120209,0.801770383,0.133031263,0.065198354,0.001220268,0.000655834,0.006094463,0.005089207,0.001677217,0.032027726,0.000816038,0.00055429,0.001357822,0.020059527,0.00827743,0.014795736,0.90640942,0.000965024,0,0.059470762,0.002764839,0.574618452,0.345458019,0.237283141,0.412472268,0.003481918,3.75E-05,0.001902702,0.151742617,0.199999707,0.236216697,0.999393428,0.019999387,0.06256399
same-sex_marriage1.0-7609,0,0,1,new york times,2012,2,9,20120209,0.352944387,0.3909887,0.256066912,0.004903938,0.000701424,0.000705682,0.000724734,0.021065289,0.089592293,0.001011223,0.000523034,0.00363885,0.001636966,6.72E-05,0.022437022,0.833586771,0.019405588,0,0.05228764,0.005032857,0.194203563,0.047412125,0.814947514,0.460475318,0.004223612,2.66E-06,0.045253985,0.120487403,0.022381159,0.665903943,0.993503326,0.051851188,0.10541909
same-sex_marriage1.0-761,0,0,0,washington post,2004,2,28,20040228,0.583465448,0.082592429,0.333942123,0.019434799,0.001567655,0.099179569,0.02838943,0.013101694,0.034531895,0.001087756,0.001134028,0.00396263,0.704923957,0.016889179,0.039076938,0.031479063,0.005241408,0,0.094013192,0.008678696,0.47995413,0.803682043,0.597968054,0.51238376,0.005277053,3.53E-05,0.126189746,0.780709984,0.284330948,0.554554139,0.491554985,0.028303329,0.206510331
same-sex_marriage1.0-7610,0,0,1,new york times,2012,2,9,20120209,0.478103234,0.379125516,0.14277125,0.01045146,0.001113427,0.026660463,0.003987917,0.807231108,0.012064003,0.048052132,0.008909529,0.004977743,0.008631768,0.010682789,0.02832184,0.019183134,0.009732688,0,0.03580683,0.008957239,0.355519626,0.16269956,0.987306063,0.409511229,0.030991834,0.000183306,0.015534434,0.157104843,0.041344918,0.346482578,0.753736175,0.016804932,0.332174338
same-sex_marriage1.0-7614,0,0,1,tampa bay times,2012,2,9,20120209,0.670173572,0.215336267,0.114490161,0.002118205,0.000740581,0.000392874,0.006157199,0.129849282,0.024372172,0.001594586,0.000726231,0.000727524,0.001085298,0.000506238,0.002591814,0.826269168,0.002868829,0,0.012500858,0.004234459,0.029407411,0.501999341,0.994807721,0.411928483,0.029032025,0.000899315,0.004536125,0.151755718,0.137393003,0.28963948,0.988849031,0.042901141,0.12340888
same-sex_marriage1.0-7615,0,0,1,usa today,2012,2,9,20120209,0.792867484,0.159454815,0.047677701,0.000409788,0.00078839,0.002925689,0.00124279,0.013264424,0.003407889,0.002349148,0.000587883,0.000648865,0.024449306,0.000651783,0.000169388,0.94870793,0.000396726,0,0.021037607,0.004978261,0.191422364,0.458187115,0.944048906,0.390018463,0.005043172,6.37E-06,0.01525974,0.239201247,0.24053036,0.395233297,0.996032605,0.012132728,0.092558895
same-sex_marriage1.0-762,0,0,0,washington post,2004,2,28,20040228,0.361185157,0.262053956,0.376760887,0.013951337,0.000767397,0.009894468,0.007357511,0.933335186,0.003014473,0.001605843,0.000572229,0.00070552,0.002832357,0.000324298,0.004736898,0.019418089,0.001484394,0,0.091797588,0.018481155,0.301263558,0.088427227,0.998437719,0.421967181,0.05019989,6.82E-05,0.010203555,0.155458946,0.026611132,0.188322643,0.72497178,0.052064396,0.203615487
